gyrate (nm),Systems
2.3435,Wild
2.37653,Wild
2.35223,Wild
2.35585,Wild
2.35373,Wild
2.35074,Wild
2.35322,Wild
2.34339,Wild
2.3369,Wild
2.3383,Wild
2.36671,Wild
2.35826,Wild
2.3505,Wild
2.35517,Wild
2.34986,Wild
2.3511,Wild
2.35735,Wild
2.34758,Wild
2.344,Wild
2.34415,Wild
2.3463,Wild
2.36286,Wild
2.35059,Wild
2.35598,Wild
2.37558,Wild
2.35963,Wild
2.36784,Wild
2.35457,Wild
2.34525,Wild
2.34335,Wild
2.36605,Wild
2.3606,Wild
2.35208,Wild
2.35816,Wild
2.33552,Wild
2.35158,Wild
2.33972,Wild
2.33223,Wild
2.34767,Wild
2.34784,Wild
2.32621,Wild
2.35413,Wild
2.3335,Wild
2.33694,Wild
2.3452,Wild
2.35436,Wild
2.34507,Wild
2.33386,Wild
2.3405,Wild
2.33016,Wild
2.3199,Wild
2.32585,Wild
2.32964,Wild
2.33451,Wild
2.33004,Wild
2.32728,Wild
2.34148,Wild
2.3419,Wild
2.34409,Wild
2.33669,Wild
2.33399,Wild
2.33971,Wild
2.3389,Wild
2.34414,Wild
2.33284,Wild
2.34146,Wild
2.33653,Wild
2.33204,Wild
2.34358,Wild
2.34571,Wild
2.33944,Wild
2.34114,Wild
2.34925,Wild
2.34634,Wild
2.33503,Wild
2.34599,Wild
2.3366,Wild
2.34015,Wild
2.34101,Wild
2.32851,Wild
2.33976,Wild
2.33581,Wild
2.32965,Wild
2.34383,Wild
2.33714,Wild
2.36072,Wild
2.35267,Wild
2.34312,Wild
2.33922,Wild
2.35133,Wild
2.36254,Wild
2.34048,Wild
2.34217,Wild
2.34358,Wild
2.33917,Wild
2.33377,Wild
2.33974,Wild
2.35824,Wild
2.35663,Wild
2.34787,Wild
2.33972,Wild
2.34818,Wild
2.35123,Wild
2.35077,Wild
2.36142,Wild
2.3662,Wild
2.35593,Wild
2.36372,Wild
2.35205,Wild
2.3502,Wild
2.35444,Wild
2.34863,Wild
2.3467,Wild
2.33719,Wild
2.33396,Wild
2.34641,Wild
2.34754,Wild
2.32533,Wild
2.34263,Wild
2.35197,Wild
2.3401,Wild
2.34795,Wild
2.33465,Wild
2.34347,Wild
2.34936,Wild
2.34092,Wild
2.34019,Wild
2.34408,Wild
2.34057,Wild
2.3452,Wild
2.3574,Wild
2.34223,Wild
2.34534,Wild
2.34442,Wild
2.33701,Wild
2.35518,Wild
2.35289,Wild
2.35381,Wild
2.34431,Wild
2.33879,Wild
2.35871,Wild
2.3441,Wild
2.34355,Wild
2.33701,Wild
2.3309,Wild
2.34827,Wild
2.35091,Wild
2.3507,Wild
2.33984,Wild
2.33546,Wild
2.35353,Wild
2.3458,Wild
2.33911,Wild
2.34239,Wild
2.34701,Wild
2.34254,Wild
2.34968,Wild
2.35608,Wild
2.34752,Wild
2.36311,Wild
2.35523,Wild
2.35613,Wild
2.34518,Wild
2.34372,Wild
2.33417,Wild
2.33865,Wild
2.34232,Wild
2.33521,Wild
2.3519,Wild
2.33663,Wild
2.34769,Wild
2.34083,Wild
2.33469,Wild
2.33969,Wild
2.32541,Wild
2.32148,Wild
2.33884,Wild
2.34709,Wild
2.34117,Wild
2.35063,Wild
2.3465,Wild
2.34721,Wild
2.32576,Wild
2.32555,Wild
2.33448,Wild
2.34562,Wild
2.33876,Wild
2.3366,Wild
2.33773,Wild
2.34695,Wild
2.34388,Wild
2.34987,Wild
2.3516,Wild
2.34371,Wild
2.3526,Wild
2.35118,Wild
2.34117,Wild
2.35783,Wild
2.35764,Wild
2.33788,Wild
2.33387,Wild
2.32724,Wild
2.33156,Wild
2.33142,Wild
2.34679,Wild
2.33463,Wild
2.32541,Wild
2.33492,Wild
2.32953,Wild
2.33301,Wild
2.31805,Wild
2.32824,Wild
2.33516,Wild
2.3322,Wild
2.34693,Wild
2.3312,Wild
2.33314,Wild
2.34013,Wild
2.34422,Wild
2.35049,Wild
2.34711,Wild
2.33559,Wild
2.34516,Wild
2.36719,Wild
2.37156,Wild
2.34292,Wild
2.35114,Wild
2.34273,Wild
2.35471,Wild
2.36688,Wild
2.35245,Wild
2.36679,Wild
2.36363,Wild
2.35541,Wild
2.36357,Wild
2.37301,Wild
2.3471,Wild
2.33774,Wild
2.35594,Wild
2.34401,Wild
2.33748,Wild
2.34867,Wild
2.34657,Wild
2.35564,Wild
2.36675,Wild
2.36923,Wild
2.37769,Wild
2.37183,Wild
2.3733,Wild
2.35675,Wild
2.36474,Wild
2.35819,Wild
2.35845,Wild
2.35284,Wild
2.35371,Wild
2.34801,Wild
2.3716,Wild
2.36057,Wild
2.34636,Wild
2.35024,Wild
2.3442,Wild
2.36374,Wild
2.35845,Wild
2.33818,Wild
2.34521,Wild
2.33392,Wild
2.33766,Wild
2.35007,Wild
2.34739,Wild
2.36073,Wild
2.33007,Wild
2.33979,Wild
2.34182,Wild
2.33045,Wild
2.3406,Wild
2.33744,Wild
2.33014,Wild
2.34956,Wild
2.34329,Wild
2.33911,Wild
2.32198,Wild
2.32734,Wild
2.32357,Wild
2.34258,Wild
2.33309,Wild
2.33544,Wild
2.34354,Wild
2.3468,Wild
2.33787,Wild
2.32106,Wild
2.33551,Wild
2.33672,Wild
2.32013,Wild
2.32672,Wild
2.34208,Wild
2.3358,Wild
2.33264,Wild
2.33393,Wild
2.32683,Wild
2.34301,Wild
2.33996,Wild
2.33272,Wild
2.34069,Wild
2.32569,Wild
2.31699,Wild
2.32315,Wild
2.33379,Wild
2.32427,Wild
2.3346,Wild
2.32689,Wild
2.32635,Wild
2.33274,Wild
2.32331,Wild
2.34864,Wild
2.33911,Wild
2.32977,Wild
2.32331,Wild
2.33319,Wild
2.33569,Wild
2.32991,Wild
2.3354,Wild
2.34642,Wild
2.34381,Wild
2.34711,Wild
2.34121,Wild
2.34541,Wild
2.33163,Wild
2.33128,Wild
2.33947,Wild
2.32464,Wild
2.32642,Wild
2.33517,Wild
2.32457,Wild
2.32971,Wild
2.33757,Wild
2.32933,Wild
2.32946,Wild
2.33158,Wild
2.32962,Wild
2.33743,Wild
2.35007,Wild
2.34076,Wild
2.32556,Wild
2.32299,Wild
2.33281,Wild
2.31656,Wild
2.33262,Wild
2.32629,Wild
2.34208,Wild
2.33012,Wild
2.34677,Wild
2.33225,Wild
2.32562,Wild
2.32992,Wild
2.33296,Wild
2.34678,Wild
2.34716,Wild
2.34294,Wild
2.33583,Wild
2.32765,Wild
2.32122,Wild
2.33541,Wild
2.32571,Wild
2.31502,Wild
2.32914,Wild
2.3318,Wild
2.33125,Wild
2.33197,Wild
2.33551,Wild
2.32961,Wild
2.35069,Wild
2.3378,Wild
2.3272,Wild
2.34011,Wild
2.34062,Wild
2.34171,Wild
2.33007,Wild
2.3424,Wild
2.3306,Wild
2.32166,Wild
2.30324,Wild
2.31566,Wild
2.30898,Wild
2.31828,Wild
2.34432,Wild
2.33995,Wild
2.31611,Wild
2.31239,Wild
2.30513,Wild
2.30696,Wild
2.31761,Wild
2.30798,Wild
2.28086,Wild
2.31366,Wild
2.30918,Wild
2.31036,Wild
2.3027,Wild
2.30056,Wild
2.30766,Wild
2.32384,Wild
2.32006,Wild
2.33025,Wild
2.31572,Wild
2.31352,Wild
2.31207,Wild
2.3286,Wild
2.32547,Wild
2.32639,Wild
2.32411,Wild
2.31633,Wild
2.31192,Wild
2.30986,Wild
2.32266,Wild
2.31952,Wild
2.31763,Wild
2.32826,Wild
2.31909,Wild
2.3246,Wild
2.31547,Wild
2.33205,Wild
2.33019,Wild
2.34838,Wild
2.34584,Wild
2.33789,Wild
2.34229,Wild
2.33006,Wild
2.32827,Wild
2.31634,Wild
2.31752,Wild
2.31636,Wild
2.32516,Wild
2.3316,Wild
2.32439,Wild
2.31727,Wild
2.3185,Wild
2.31605,Wild
2.32207,Wild
2.32858,Wild
2.31362,Wild
2.31378,Wild
2.3005,Wild
2.31959,Wild
2.30399,Wild
2.30373,Wild
2.30671,Wild
2.30595,Wild
2.31792,Wild
2.31132,Wild
2.31471,Wild
2.31562,Wild
2.31872,Wild
2.31404,Wild
2.303,Wild
2.30058,Wild
2.30597,Wild
2.30986,Wild
2.31171,Wild
2.32578,Wild
2.31924,Wild
2.32103,Wild
2.31995,Wild
2.32924,Wild
2.32031,Wild
2.31809,Wild
2.33493,Wild
2.32786,Wild
2.32641,Wild
2.32978,Wild
2.30932,Wild
2.3101,Wild
2.32106,Wild
2.31955,Wild
2.31706,Wild
2.30025,Wild
2.3174,Wild
2.33185,Wild
2.31763,Wild
2.31299,Wild
2.31438,Wild
2.30045,Wild
2.30716,Wild
2.32936,Wild
2.31362,Wild
2.3141,Wild
2.33219,Wild
2.33251,Wild
2.32783,Wild
2.33279,Wild
2.33805,Wild
2.33736,Wild
2.32985,Wild
2.31223,Wild
2.3305,Wild
2.34882,Wild
2.34182,Wild
2.33373,Wild
2.32325,Wild
2.32087,Wild
2.32004,Wild
2.30964,Wild
2.31178,Wild
2.31754,Wild
2.31562,Wild
2.30372,Wild
2.32409,Wild
2.33221,Wild
2.33364,Wild
2.314,Wild
2.32635,Wild
2.32356,Wild
2.32352,Wild
2.32599,Wild
2.30075,Wild
2.32314,Wild
2.33163,Wild
2.32316,Wild
2.32804,Wild
2.30728,Wild
2.30979,Wild
2.31038,Wild
2.30925,Wild
2.30728,Wild
2.31134,Wild
2.3097,Wild
2.30382,Wild
2.30621,Wild
2.30752,Wild
2.30307,Wild
2.29991,Wild
2.29711,Wild
2.28596,Wild
2.28768,Wild
2.29465,Wild
2.2945,Wild
2.30247,Wild
2.31923,Wild
2.30549,Wild
2.29389,Wild
2.29408,Wild
2.30196,Wild
2.31009,Wild
2.28968,Wild
2.30358,Wild
2.29997,Wild
2.31447,Wild
2.31434,Wild
2.32567,Wild
2.30727,Wild
2.31094,Wild
2.32175,Wild
2.31116,Wild
2.29329,Wild
2.30097,Wild
2.30718,Wild
2.31274,Wild
2.32472,Wild
2.31302,Wild
2.31414,Wild
2.30362,Wild
2.30288,Wild
2.30601,Wild
2.29984,Wild
2.28716,Wild
2.30041,Wild
2.30459,Wild
2.30056,Wild
2.31025,Wild
2.29532,Wild
2.29281,Wild
2.28802,Wild
2.29062,Wild
2.30164,Wild
2.31774,Wild
2.30825,Wild
2.32005,Wild
2.32196,Wild
2.30707,Wild
2.30797,Wild
2.29845,Wild
2.30486,Wild
2.29842,Wild
2.28555,Wild
2.29393,Wild
2.28017,Wild
2.3037,Wild
2.28137,Wild
2.29772,Wild
2.2918,Wild
2.29806,Wild
2.30059,Wild
2.31607,Wild
2.31775,Wild
2.31327,Wild
2.30749,Wild
2.30383,Wild
2.30273,Wild
2.31286,Wild
2.32189,Wild
2.30686,Wild
2.30084,Wild
2.311,Wild
2.31958,Wild
2.32325,Wild
2.29074,Wild
2.29809,Wild
2.294,Wild
2.29495,Wild
2.30402,Wild
2.29575,Wild
2.29183,Wild
2.30352,Wild
2.28724,Wild
2.30879,Wild
2.30637,Wild
2.28599,Wild
2.29815,Wild
2.31269,Wild
2.31407,Wild
2.30219,Wild
2.30364,Wild
2.29424,Wild
2.3012,Wild
2.31405,Wild
2.31177,Wild
2.29898,Wild
2.30124,Wild
2.30441,Wild
2.30844,Wild
2.30841,Wild
2.30635,Wild
2.31355,Wild
2.30744,Wild
2.30124,Wild
2.29991,Wild
2.30887,Wild
2.30455,Wild
2.28626,Wild
2.28739,Wild
2.28745,Wild
2.28587,Wild
2.28486,Wild
2.31064,Wild
2.27997,Wild
2.3091,Wild
2.33041,Wild
2.30487,Wild
2.29942,Wild
2.29573,Wild
2.29641,Wild
2.29793,Wild
2.29917,Wild
2.29626,Wild
2.28178,Wild
2.29398,Wild
2.27526,Wild
2.28944,Wild
2.29512,Wild
2.29604,Wild
2.29862,Wild
2.28545,Wild
2.29411,Wild
2.28632,Wild
2.2993,Wild
2.28928,Wild
2.28419,Wild
2.28268,Wild
2.28206,Wild
2.2981,Wild
2.28364,Wild
2.30155,Wild
2.28272,Wild
2.27944,Wild
2.29516,Wild
2.30613,Wild
2.29983,Wild
2.31687,Wild
2.32993,Wild
2.31545,Wild
2.31061,Wild
2.31076,Wild
2.29917,Wild
2.31513,Wild
2.30681,Wild
2.2951,Wild
2.30718,Wild
2.30711,Wild
2.29925,Wild
2.29655,Wild
2.31484,Wild
2.29237,Wild
2.28751,Wild
2.29687,Wild
2.28086,Wild
2.28515,Wild
2.28905,Wild
2.28371,Wild
2.29854,Wild
2.2982,Wild
2.27749,Wild
2.29077,Wild
2.29966,Wild
2.3114,Wild
2.30747,Wild
2.31625,Wild
2.30991,Wild
2.29392,Wild
2.29498,Wild
2.30425,Wild
2.30005,Wild
2.29872,Wild
2.31716,Wild
2.30362,Wild
2.31643,Wild
2.30204,Wild
2.29642,Wild
2.30425,Wild
2.30248,Wild
2.30016,Wild
2.2988,Wild
2.29254,Wild
2.31263,Wild
2.30486,Wild
2.29192,Wild
2.28788,Wild
2.28379,Wild
2.28305,Wild
2.28812,Wild
2.29299,Wild
2.29791,Wild
2.2954,Wild
2.30654,Wild
2.30544,Wild
2.30065,Wild
2.30303,Wild
2.2845,Wild
2.29713,Wild
2.31524,Wild
2.3058,Wild
2.30951,Wild
2.31274,Wild
2.31145,Wild
2.29938,Wild
2.31053,Wild
2.28823,Wild
2.29324,Wild
2.30691,Wild
2.2997,Wild
2.27744,Wild
2.28656,Wild
2.3077,Wild
2.31401,Wild
2.2919,Wild
2.30728,Wild
2.29469,Wild
2.30456,Wild
2.30216,Wild
2.30875,Wild
2.3251,Wild
2.31976,Wild
2.31566,Wild
2.31517,Wild
2.31695,Wild
2.31608,Wild
2.32016,Wild
2.31548,Wild
2.32112,Wild
2.29615,Wild
2.29769,Wild
2.30134,Wild
2.3109,Wild
2.32403,Wild
2.31277,Wild
2.3075,Wild
2.30956,Wild
2.29945,Wild
2.29638,Wild
2.31036,Wild
2.30338,Wild
2.31526,Wild
2.28863,Wild
2.31089,Wild
2.31927,Wild
2.32037,Wild
2.32709,Wild
2.31381,Wild
2.32193,Wild
2.31648,Wild
2.30993,Wild
2.30172,Wild
2.29858,Wild
2.31261,Wild
2.29997,Wild
2.29666,Wild
2.30325,Wild
2.28783,Wild
2.29214,Wild
2.29388,Wild
2.27201,Wild
2.28823,Wild
2.28819,Wild
2.32062,Wild
2.30937,Wild
2.29947,Wild
2.2904,Wild
2.29727,Wild
2.30058,Wild
2.31932,Wild
2.33674,Wild
2.3255,Wild
2.3234,Wild
2.33167,Wild
2.31944,Wild
2.3086,Wild
2.32198,Wild
2.31854,Wild
2.31561,Wild
2.31594,Wild
2.31228,Wild
2.31667,Wild
2.30723,Wild
2.31991,Wild
2.30567,Wild
2.30466,Wild
2.31618,Wild
2.31173,Wild
2.30912,Wild
2.3108,Wild
2.29997,Wild
2.30412,Wild
2.30377,Wild
2.32049,Wild
2.32297,Wild
2.31947,Wild
2.31273,Wild
2.32311,Wild
2.32503,Wild
2.31113,Wild
2.31245,Wild
2.30729,Wild
2.32526,Wild
2.31614,Wild
2.30619,Wild
2.31299,Wild
2.3068,Wild
2.31705,Wild
2.31493,Wild
2.30967,Wild
2.30859,Wild
2.29527,Wild
2.29555,Wild
2.30012,Wild
2.3022,Wild
2.31268,Wild
2.30393,Wild
2.31438,Wild
2.30869,Wild
2.30502,Wild
2.29898,Wild
2.29057,Wild
2.29124,Wild
2.28412,Wild
2.28663,Wild
2.29669,Wild
2.29962,Wild
2.31069,Wild
2.30973,Wild
2.30926,Wild
2.29986,Wild
2.29556,Wild
2.30778,Wild
2.31433,Wild
2.30825,Wild
2.31189,Wild
2.29666,Wild
2.28831,Wild
2.29357,Wild
2.31958,Wild
2.32168,Wild
2.29902,Wild
2.30723,Wild
2.31472,Wild
2.30187,Wild
2.28976,Wild
2.29709,Wild
2.28624,Wild
2.29247,Wild
2.29911,Wild
2.30597,Wild
2.30335,Wild
2.30063,Wild
2.2957,Wild
2.30076,Wild
2.29828,Wild
2.28702,Wild
2.28484,Wild
2.28867,Wild
2.28623,Wild
2.29286,Wild
2.30326,Wild
2.31035,Wild
2.3116,Wild
2.31754,Wild
2.31105,Wild
2.30438,Wild
2.29924,Wild
2.29448,Wild
2.30604,Wild
2.30299,Wild
2.31803,Wild
2.30938,Wild
2.30289,Wild
2.29966,Wild
2.28998,Wild
2.29802,Wild
2.31334,Wild
2.31008,Wild
2.29304,Wild
2.29106,Wild
2.29904,Wild
2.32265,Wild
2.3099,Wild
2.30251,Wild
2.31834,Wild
2.31965,Wild
2.31718,Wild
2.32185,Wild
2.31261,Wild
2.3036,Wild
2.3151,Wild
2.31545,Wild
2.31026,Wild
2.30396,Wild
2.3071,Wild
2.31996,Wild
2.3112,Wild
2.30999,Wild
2.30143,Wild
2.31064,Wild
2.30458,Wild
2.31337,Wild
2.30701,Wild
2.30227,Wild
2.29181,Wild
2.30055,Wild
2.29771,Wild
2.29385,Wild
2.29245,Wild
2.30099,Wild
2.30014,Wild
2.3008,Wild
2.31381,Wild
2.31842,Wild
2.31144,Wild
2.29159,Wild
2.29499,Wild
2.3014,Wild
2.28609,Wild
2.29038,Wild
2.30279,Wild
2.30995,Wild
2.31465,Wild
2.30712,Wild
2.31523,Wild
2.31763,Wild
2.31498,Wild
2.31292,Wild
2.31051,Wild
2.31068,Wild
2.32249,Wild
2.3355,Wild
2.31588,Wild
2.32291,Wild
2.31353,Wild
2.31579,Wild
2.3079,Wild
2.31815,Wild
2.30264,Wild
2.31878,Wild
2.31251,Wild
2.30597,Wild
2.31282,Wild
2.32704,Wild
2.30775,Wild
2.29442,Wild
2.31593,Wild
2.3283,Wild
2.32878,Wild
2.33001,Wild
2.33349,Wild
2.32505,Wild
2.32596,Wild
2.32694,Wild
2.30936,Wild
2.3015,Wild
2.30052,Wild
2.30281,Wild
2.31299,Wild
2.31904,Wild
2.31802,Wild
2.30959,Wild
2.30764,Wild
2.30163,Wild
2.31998,Wild
2.31972,Wild
2.31127,Wild
2.30642,Wild
2.30811,Wild
2.31303,Wild
2.31536,Wild
2.31496,Wild
2.30483,Wild
2.32899,Wild
2.31256,Wild
2.31008,Wild
2.30127,Wild
2.30954,Wild
2.30601,Wild
2.30077,Wild
2.30194,Wild
2.29876,Wild
2.29841,Wild
2.28979,Wild
2.28517,Wild
2.28108,Wild
2.27994,Wild
2.26104,Wild
2.2722,Wild
2.26438,Wild
2.26385,Wild
2.28098,Wild
2.27233,Wild
2.27932,Wild
2.27267,Wild
2.2862,Wild
2.27756,Wild
2.27879,Wild
2.28598,Wild
2.28871,Wild
2.28185,Wild
2.28067,Wild
2.28244,Wild
2.30592,Wild
2.31326,Wild
2.30135,Wild
2.29973,Wild
2.28436,Wild
2.2964,Wild
2.29478,Wild
2.28207,Wild
2.29743,Wild
2.29129,Wild
2.28898,Wild
2.30221,Wild
2.27724,Wild
2.27948,Wild
2.27938,Wild
2.27997,Wild
2.26874,Wild
2.29752,Wild
2.28833,Wild
2.28911,Wild
2.273,Wild
2.27004,Wild
2.27813,Wild
2.2732,Wild
2.27678,Wild
2.27238,Wild
2.26498,Wild
2.2885,Wild
2.27077,Wild
2.2709,Wild
2.28156,Wild
2.29566,Wild
2.28986,Wild
2.30199,Wild
2.28348,Wild
2.3023,Wild
2.30137,Wild
2.31084,Wild
2.30804,Wild
2.30882,Wild
2.30194,Wild
2.30917,Wild
2.32125,Wild
2.31817,Wild
2.32081,Wild
2.32306,Wild
2.32578,Wild
2.31363,Wild
2.3137,Wild
2.30505,Wild
2.31246,Wild
2.31235,Wild
2.31683,Wild
2.31224,Wild
2.29581,Wild
2.29683,Wild
2.31085,Wild
2.30893,Wild
2.29517,Wild
2.31436,Wild
2.31523,Wild
2.30512,Wild
2.33291,Wild
2.33511,Wild
2.31816,Wild
2.32123,Wild
2.32673,Wild
2.32928,Wild
2.31573,Wild
2.3175,Wild
2.32742,Wild
2.31646,Wild
2.31178,Wild
2.32141,Wild
2.32621,Wild
2.32065,Wild
2.33276,Wild
2.3405,Wild
2.33847,Wild
2.32686,Wild
2.32344,Wild
2.32276,Wild
2.34067,Wild
2.3439,Wild
2.3335,Wild
2.33099,Wild
2.32953,Wild
2.3135,Wild
2.31853,Wild
2.3314,Wild
2.31366,Wild
2.30685,Wild
2.30219,Wild
2.29631,Wild
2.29116,Wild
2.30006,Wild
2.28674,Wild
2.30088,Wild
2.31819,Wild
2.31137,Wild
2.30445,Wild
2.29573,Wild
2.30886,Wild
2.31524,Wild
2.3228,Wild
2.31233,Wild
2.30743,Wild
2.31041,Wild
2.31635,Wild
2.31651,Wild
2.31842,Wild
2.30998,Wild
2.30619,Wild
2.33009,Wild
2.32718,Wild
2.31411,Wild
2.31058,Wild
2.32157,Wild
2.32466,Wild
2.33096,Wild
2.32639,Wild
2.3236,Wild
2.33091,Wild
2.30934,Wild
2.30742,Wild
2.31293,Wild
2.30967,Wild
2.30123,Wild
2.31346,Wild
2.29998,Wild
2.30222,Wild
2.30046,Wild
2.29361,Wild
2.2962,Wild
2.29093,Wild
2.29007,Wild
2.28394,Wild
2.30651,Wild
2.29647,Wild
2.31027,Wild
2.31748,Wild
2.32232,Wild
2.29513,Wild
2.29286,Wild
2.31042,Wild
2.30335,Wild
2.31024,Wild
2.30952,Wild
2.31128,Wild
2.32041,Wild
2.31699,Wild
2.3034,Wild
2.30976,Wild
2.29673,Wild
2.30938,Wild
2.30927,Wild
2.29365,Wild
2.28139,Wild
2.28406,Wild
2.29162,Wild
2.28443,Wild
2.29049,Wild
2.30312,Wild
2.29571,Wild
2.30182,Wild
2.2993,Wild
2.31291,Wild
2.31159,Wild
2.3105,Wild
2.3103,Wild
2.30943,Wild
2.32167,Wild
2.31487,Wild
2.31941,Wild
2.31796,Wild
2.3141,Wild
2.3065,Wild
2.3083,Wild
2.3084,Wild
2.31324,Wild
2.30992,Wild
2.32011,Wild
2.31042,Wild
2.32669,Wild
2.32937,Wild
2.31811,Wild
2.31457,Wild
2.32519,Wild
2.31775,Wild
2.32102,Wild
2.29323,Wild
2.3074,Wild
2.31325,Wild
2.3053,Wild
2.30877,Wild
2.31037,Wild
2.30394,Wild
2.32027,Wild
2.31506,Wild
2.30992,Wild
2.30972,Wild
2.30475,Wild
2.29943,Wild
2.29158,Wild
2.29059,Wild
2.31065,Wild
2.31648,Wild
2.32617,Wild
2.31246,Wild
2.31806,Wild
2.33014,Wild
2.32436,Wild
2.31332,Wild
2.29499,Wild
2.30819,Wild
2.30741,Wild
2.3051,Wild
2.3058,Wild
2.31385,Wild
2.30986,Wild
2.2951,Wild
2.29278,Wild
2.30551,Wild
2.29054,Wild
2.30287,Wild
2.29368,Wild
2.29681,Wild
2.32031,Wild
2.31011,Wild
2.30572,Wild
2.30462,Wild
2.31545,Wild
2.30721,Wild
2.31504,Wild
2.29531,Wild
2.29241,Wild
2.30223,Wild
2.31061,Wild
2.30263,Wild
2.30581,Wild
2.31525,Wild
2.32327,Wild
2.32053,Wild
2.31022,Wild
2.29625,Wild
2.30748,Wild
2.30848,Wild
2.30639,Wild
2.31631,Wild
2.32887,Wild
2.32359,Wild
2.32708,Wild
2.32934,Wild
2.33021,Wild
2.34373,Wild
2.34634,Wild
2.34184,Wild
2.3345,Wild
2.33445,Wild
2.30854,Wild
2.31469,Wild
2.30737,Wild
2.31452,Wild
2.31127,Wild
2.31132,Wild
2.30893,Wild
2.31495,Wild
2.32588,Wild
2.32282,Wild
2.32311,Wild
2.33368,Wild
2.31709,Wild
2.34276,Wild
2.31627,Wild
2.32518,Wild
2.3352,Wild
2.32187,Wild
2.3169,Wild
2.31996,Wild
2.30957,Wild
2.31163,Wild
2.30832,Wild
2.31307,Wild
2.31821,Wild
2.33372,Wild
2.31998,Wild
2.32658,Wild
2.32259,Wild
2.31775,Wild
2.33077,Wild
2.32594,Wild
2.32691,Wild
2.32561,Wild
2.31148,Wild
2.30967,Wild
2.30948,Wild
2.30502,Wild
2.31823,Wild
2.32429,Wild
2.3228,Wild
2.33954,Wild
2.31843,Wild
2.32605,Wild
2.31459,Wild
2.31576,Wild
2.31441,Wild
2.30686,Wild
2.32519,Wild
2.342,Wild
2.33117,Wild
2.31129,Wild
2.3227,Wild
2.32438,Wild
2.33402,Wild
2.3282,Wild
2.31528,Wild
2.3049,Wild
2.30602,Wild
2.32441,Wild
2.31604,Wild
2.33085,Wild
2.32022,Wild
2.32414,Wild
2.32979,Wild
2.34018,Wild
2.3499,Wild
2.34525,Wild
2.327,Wild
2.33032,Wild
2.33154,Wild
2.33573,Wild
2.32585,Wild
2.32805,Wild
2.32507,Wild
2.32656,Wild
2.33134,Wild
2.32943,Wild
2.32609,Wild
2.31396,Wild
2.31344,Wild
2.32697,Wild
2.32521,Wild
2.30787,Wild
2.31267,Wild
2.31133,Wild
2.31602,Wild
2.31395,Wild
2.32939,Wild
2.31358,Wild
2.31475,Wild
2.31034,Wild
2.32125,Wild
2.31925,Wild
2.3233,Wild
2.33618,Wild
2.31625,Wild
2.32274,Wild
2.32214,Wild
2.3224,Wild
2.32006,Wild
2.32912,Wild
2.31039,Wild
2.3145,Wild
2.30742,Wild
2.30975,Wild
2.31703,Wild
2.31307,Wild
2.30805,Wild
2.29728,Wild
2.3029,Wild
2.29968,Wild
2.30325,Wild
2.29,Wild
2.29366,Wild
2.28906,Wild
2.29026,Wild
2.30783,Wild
2.2948,Wild
2.29974,Wild
2.29436,Wild
2.29801,Wild
2.29731,Wild
2.30634,Wild
2.30881,Wild
2.30297,Wild
2.30332,Wild
2.30048,Wild
2.29455,Wild
2.29801,Wild
2.2983,Wild
2.30079,Wild
2.31363,Wild
2.30738,Wild
2.30163,Wild
2.31424,Wild
2.32255,Wild
2.32711,Wild
2.32206,Wild
2.33279,Wild
2.31036,Wild
2.31261,Wild
2.3052,Wild
2.29904,Wild
2.29214,Wild
2.30219,Wild
2.30522,Wild
2.31045,Wild
2.31629,Wild
2.31629,Wild
2.30982,Wild
2.32071,Wild
2.32027,Wild
2.31023,Wild
2.30971,Wild
2.32771,Wild
2.31931,Wild
2.32596,Wild
2.3397,Wild
2.32714,Wild
2.31785,Wild
2.31461,Wild
2.30827,Wild
2.30966,Wild
2.30692,Wild
2.31241,Wild
2.30335,Wild
2.30522,Wild
2.30509,Wild
2.30738,Wild
2.30998,Wild
2.30937,Wild
2.30448,Wild
2.31644,Wild
2.32391,Wild
2.31928,Wild
2.30916,Wild
2.31072,Wild
2.31887,Wild
2.3272,Wild
2.32936,Wild
2.3352,Wild
2.32573,Wild
2.3141,Wild
2.31388,Wild
2.32446,Wild
2.31354,Wild
2.32041,Wild
2.30984,Wild
2.31104,Wild
2.30412,Wild
2.33002,Wild
2.33589,Wild
2.34351,Wild
2.32779,Wild
2.32025,Wild
2.31067,Wild
2.31768,Wild
2.29927,Wild
2.31547,Wild
2.30599,Wild
2.30605,Wild
2.28985,Wild
2.29364,Wild
2.28784,Wild
2.29539,Wild
2.299,Wild
2.3123,Wild
2.30895,Wild
2.29961,Wild
2.31159,Wild
2.32228,Wild
2.3105,Wild
2.31155,Wild
2.30771,Wild
2.30677,Wild
2.30117,Wild
2.30862,Wild
2.29781,Wild
2.29982,Wild
2.27896,Wild
2.30159,Wild
2.31629,Wild
2.31318,Wild
2.2999,Wild
2.28888,Wild
2.30245,Wild
2.29767,Wild
2.30341,Wild
2.30558,Wild
2.31221,Wild
2.31966,Wild
2.31696,Wild
2.31154,Wild
2.31052,Wild
2.3255,Wild
2.31902,Wild
2.33545,Wild
2.33608,Wild
2.3427,Wild
2.33346,Wild
2.3293,Wild
2.3166,Wild
2.31736,Wild
2.31757,Wild
2.30712,Wild
2.30678,Wild
2.32713,Wild
2.31576,Wild
2.32075,Wild
2.3186,Wild
2.32583,Wild
2.31623,Wild
2.32836,Wild
2.32863,Wild
