gyrate (nm),Systems
2.29384,R561H
2.2965,R561H
2.26968,R561H
2.27745,R561H
2.27508,R561H
2.28039,R561H
2.28793,R561H
2.28566,R561H
2.27974,R561H
2.28636,R561H
2.29822,R561H
2.30722,R561H
2.30731,R561H
2.29739,R561H
2.30463,R561H
2.30715,R561H
2.30072,R561H
2.31691,R561H
2.30922,R561H
2.32262,R561H
2.3206,R561H
2.31313,R561H
2.31131,R561H
2.30806,R561H
2.31469,R561H
2.31098,R561H
2.32395,R561H
2.33051,R561H
2.32561,R561H
2.31911,R561H
2.31773,R561H
2.3026,R561H
2.31005,R561H
2.31775,R561H
2.31706,R561H
2.31879,R561H
2.31382,R561H
2.30039,R561H
2.30617,R561H
2.29491,R561H
2.2908,R561H
2.28695,R561H
2.29799,R561H
2.29807,R561H
2.30174,R561H
2.29864,R561H
2.2986,R561H
2.30079,R561H
2.31121,R561H
2.30882,R561H
2.30345,R561H
2.31443,R561H
2.31057,R561H
2.30434,R561H
2.33443,R561H
2.34057,R561H
2.31996,R561H
2.32759,R561H
2.31485,R561H
2.31393,R561H
2.32998,R561H
2.31696,R561H
2.33505,R561H
2.32754,R561H
2.30643,R561H
2.3264,R561H
2.33592,R561H
2.31883,R561H
2.31405,R561H
2.29815,R561H
2.30337,R561H
2.29489,R561H
2.31513,R561H
2.29234,R561H
2.30909,R561H
2.3072,R561H
2.31333,R561H
2.31008,R561H
2.31065,R561H
2.314,R561H
2.3198,R561H
2.30776,R561H
2.32671,R561H
2.32444,R561H
2.32834,R561H
2.33969,R561H
2.31593,R561H
2.31433,R561H
2.32814,R561H
2.35106,R561H
2.34324,R561H
2.32867,R561H
2.32257,R561H
2.3202,R561H
2.32392,R561H
2.3202,R561H
2.3224,R561H
2.3341,R561H
2.31702,R561H
2.32551,R561H
2.31948,R561H
2.32152,R561H
2.32161,R561H
2.32143,R561H
2.31325,R561H
2.29653,R561H
2.29148,R561H
2.29781,R561H
2.29843,R561H
2.30218,R561H
2.29922,R561H
2.30991,R561H
2.31908,R561H
2.31638,R561H
2.31497,R561H
2.31116,R561H
2.31198,R561H
2.32205,R561H
2.3123,R561H
2.30568,R561H
2.30535,R561H
2.3033,R561H
2.31549,R561H
2.3265,R561H
2.3177,R561H
2.30964,R561H
2.3269,R561H
2.33327,R561H
2.33541,R561H
2.32199,R561H
2.31006,R561H
2.29456,R561H
2.29298,R561H
2.31556,R561H
2.32934,R561H
2.3283,R561H
2.31839,R561H
2.31486,R561H
2.31817,R561H
2.31223,R561H
2.30479,R561H
2.30414,R561H
2.31836,R561H
2.29947,R561H
2.31876,R561H
2.30624,R561H
2.31213,R561H
2.31256,R561H
2.30283,R561H
2.31077,R561H
2.30819,R561H
2.29455,R561H
2.29187,R561H
2.2926,R561H
2.3042,R561H
2.30177,R561H
2.29758,R561H
2.29772,R561H
2.31062,R561H
2.30947,R561H
2.30373,R561H
2.30213,R561H
2.28586,R561H
2.2795,R561H
2.29447,R561H
2.29853,R561H
2.29223,R561H
2.30432,R561H
2.30659,R561H
2.29044,R561H
2.28798,R561H
2.28906,R561H
2.29047,R561H
2.29372,R561H
2.30073,R561H
2.30358,R561H
2.30619,R561H
2.30503,R561H
2.29686,R561H
2.3057,R561H
2.30165,R561H
2.2909,R561H
2.31429,R561H
2.32261,R561H
2.32502,R561H
2.34569,R561H
2.32994,R561H
2.32681,R561H
2.31806,R561H
2.32271,R561H
2.32242,R561H
2.32323,R561H
2.30659,R561H
2.31558,R561H
2.31037,R561H
2.30778,R561H
2.29512,R561H
2.29968,R561H
2.301,R561H
2.30916,R561H
2.32323,R561H
2.31496,R561H
2.29985,R561H
2.31319,R561H
2.3022,R561H
2.3121,R561H
2.33807,R561H
2.31097,R561H
2.30834,R561H
2.30364,R561H
2.318,R561H
2.31111,R561H
2.30896,R561H
2.31232,R561H
2.30165,R561H
2.30329,R561H
2.31904,R561H
2.32313,R561H
2.32673,R561H
2.3405,R561H
2.33321,R561H
2.32124,R561H
2.31821,R561H
2.32155,R561H
2.32844,R561H
2.31866,R561H
2.33346,R561H
2.32547,R561H
2.34561,R561H
2.34025,R561H
2.33731,R561H
2.33204,R561H
2.31041,R561H
2.31271,R561H
2.30617,R561H
2.2992,R561H
2.30977,R561H
2.30942,R561H
2.32266,R561H
2.33006,R561H
2.32006,R561H
2.31794,R561H
2.31294,R561H
2.29837,R561H
2.3146,R561H
2.30792,R561H
2.30637,R561H
2.31065,R561H
2.30366,R561H
2.30328,R561H
2.30427,R561H
2.29459,R561H
2.31698,R561H
2.30647,R561H
2.32294,R561H
2.29799,R561H
2.29969,R561H
2.32121,R561H
2.31815,R561H
2.30941,R561H
2.30516,R561H
2.31878,R561H
2.32174,R561H
2.32744,R561H
2.31486,R561H
2.30794,R561H
2.30126,R561H
2.33375,R561H
2.32355,R561H
2.31156,R561H
2.33152,R561H
2.34368,R561H
2.33223,R561H
2.33252,R561H
2.32043,R561H
2.33359,R561H
2.32322,R561H
2.31297,R561H
2.30812,R561H
2.31381,R561H
2.31069,R561H
2.31244,R561H
2.30377,R561H
2.30776,R561H
2.30099,R561H
2.28139,R561H
2.30153,R561H
2.30212,R561H
2.32101,R561H
2.31664,R561H
2.31849,R561H
2.31098,R561H
2.32971,R561H
2.31858,R561H
2.31782,R561H
2.30053,R561H
2.32109,R561H
2.32224,R561H
2.32807,R561H
2.309,R561H
2.30838,R561H
2.30697,R561H
2.30476,R561H
2.30618,R561H
2.30742,R561H
2.30641,R561H
2.30462,R561H
2.30855,R561H
2.32149,R561H
2.31803,R561H
2.30833,R561H
2.311,R561H
2.29883,R561H
2.29919,R561H
2.31258,R561H
2.31191,R561H
2.32168,R561H
2.31192,R561H
2.3121,R561H
2.31359,R561H
2.30318,R561H
2.30272,R561H
2.29825,R561H
2.30782,R561H
2.3215,R561H
2.31366,R561H
2.32072,R561H
2.30876,R561H
2.32741,R561H
2.32692,R561H
2.30816,R561H
2.31007,R561H
2.31286,R561H
2.31594,R561H
2.32486,R561H
2.30604,R561H
2.32281,R561H
2.32806,R561H
2.33534,R561H
2.33122,R561H
2.33091,R561H
2.32931,R561H
2.3161,R561H
2.31146,R561H
2.32707,R561H
2.31952,R561H
2.32088,R561H
2.32791,R561H
2.31914,R561H
2.31366,R561H
2.31978,R561H
2.31947,R561H
2.31559,R561H
2.33656,R561H
2.31607,R561H
2.31026,R561H
2.32527,R561H
2.31243,R561H
2.31709,R561H
2.3166,R561H
2.3107,R561H
2.30464,R561H
2.32013,R561H
2.31636,R561H
2.34293,R561H
2.31353,R561H
2.32932,R561H
2.31954,R561H
2.33634,R561H
2.32388,R561H
2.32806,R561H
2.31913,R561H
2.3177,R561H
2.32435,R561H
2.32657,R561H
2.32716,R561H
2.31998,R561H
2.32495,R561H
2.32054,R561H
2.31821,R561H
2.3198,R561H
2.33479,R561H
2.31231,R561H
2.31017,R561H
2.31575,R561H
2.32159,R561H
2.32231,R561H
2.3334,R561H
2.32871,R561H
2.33026,R561H
2.32927,R561H
2.32955,R561H
2.32865,R561H
2.32654,R561H
2.33364,R561H
2.32858,R561H
2.31199,R561H
2.31811,R561H
2.31403,R561H
2.3378,R561H
2.32367,R561H
2.32321,R561H
2.33235,R561H
2.34393,R561H
2.33171,R561H
2.3284,R561H
2.31842,R561H
2.32958,R561H
2.33354,R561H
2.34533,R561H
2.33227,R561H
2.33852,R561H
2.3332,R561H
2.33343,R561H
2.33606,R561H
2.32806,R561H
2.33084,R561H
2.32739,R561H
2.33471,R561H
2.32573,R561H
2.32395,R561H
2.32815,R561H
2.32974,R561H
2.33427,R561H
2.3179,R561H
2.33364,R561H
2.32976,R561H
2.32586,R561H
2.30671,R561H
2.33456,R561H
2.31546,R561H
2.33016,R561H
2.33348,R561H
2.33455,R561H
2.31842,R561H
2.31909,R561H
2.33265,R561H
2.31704,R561H
2.3224,R561H
2.32807,R561H
2.31792,R561H
2.33153,R561H
2.33698,R561H
2.33507,R561H
2.33903,R561H
2.34136,R561H
2.32364,R561H
2.33407,R561H
2.33608,R561H
2.32815,R561H
2.30759,R561H
2.32339,R561H
2.3327,R561H
2.32795,R561H
2.32026,R561H
2.31665,R561H
2.31889,R561H
2.32841,R561H
2.33198,R561H
2.33594,R561H
2.34735,R561H
2.32494,R561H
2.31695,R561H
2.30548,R561H
2.30872,R561H
2.3052,R561H
2.31732,R561H
2.3215,R561H
2.31998,R561H
2.33969,R561H
2.31898,R561H
2.3076,R561H
2.3191,R561H
2.3121,R561H
2.303,R561H
2.30996,R561H
2.32545,R561H
2.32483,R561H
2.30432,R561H
2.31817,R561H
2.33601,R561H
2.31932,R561H
2.31294,R561H
2.30302,R561H
2.3296,R561H
2.32422,R561H
2.3282,R561H
2.31302,R561H
2.30535,R561H
2.3176,R561H
2.30531,R561H
2.29851,R561H
2.30946,R561H
2.31056,R561H
2.32088,R561H
2.31874,R561H
2.32853,R561H
2.32229,R561H
2.31295,R561H
2.33386,R561H
2.31857,R561H
2.34437,R561H
2.34202,R561H
2.34058,R561H
2.32739,R561H
2.31484,R561H
2.31141,R561H
2.30748,R561H
2.30016,R561H
2.30908,R561H
2.31718,R561H
2.3036,R561H
2.32955,R561H
2.32562,R561H
2.31905,R561H
2.31215,R561H
2.31805,R561H
2.3188,R561H
2.32595,R561H
2.3292,R561H
2.32653,R561H
2.32792,R561H
2.32378,R561H
2.33224,R561H
2.31424,R561H
2.3165,R561H
2.31427,R561H
2.33178,R561H
2.33937,R561H
2.33273,R561H
2.32059,R561H
2.32104,R561H
2.3356,R561H
2.31638,R561H
2.31442,R561H
2.33069,R561H
2.31818,R561H
2.31831,R561H
2.3299,R561H
2.33025,R561H
2.32852,R561H
2.31938,R561H
2.308,R561H
2.30459,R561H
2.31132,R561H
2.30211,R561H
2.30424,R561H
2.30878,R561H
2.31114,R561H
2.32239,R561H
2.31692,R561H
2.32735,R561H
2.33868,R561H
2.34012,R561H
2.33006,R561H
2.32659,R561H
2.31892,R561H
2.33713,R561H
2.32138,R561H
2.31475,R561H
2.31611,R561H
2.32699,R561H
2.32201,R561H
2.33454,R561H
2.33304,R561H
2.33728,R561H
2.31972,R561H
2.32831,R561H
2.32848,R561H
2.32789,R561H
2.33312,R561H
2.33424,R561H
2.32033,R561H
2.33156,R561H
2.33431,R561H
2.32069,R561H
2.32482,R561H
2.32524,R561H
2.32674,R561H
2.31664,R561H
2.33148,R561H
2.31486,R561H
2.31807,R561H
2.32121,R561H
2.33053,R561H
2.32464,R561H
2.33479,R561H
2.31096,R561H
2.30901,R561H
2.29612,R561H
2.29679,R561H
2.3127,R561H
2.29784,R561H
2.31796,R561H
2.31998,R561H
2.33052,R561H
2.32762,R561H
2.32859,R561H
2.31279,R561H
2.31585,R561H
2.32555,R561H
2.33313,R561H
2.33817,R561H
2.31416,R561H
2.30962,R561H
2.33255,R561H
2.33606,R561H
2.33627,R561H
2.31345,R561H
2.33107,R561H
2.33255,R561H
2.31422,R561H
2.32297,R561H
2.33937,R561H
2.31989,R561H
2.32701,R561H
2.32064,R561H
2.3282,R561H
2.32039,R561H
2.31791,R561H
2.31759,R561H
2.31985,R561H
2.31947,R561H
2.31546,R561H
2.3296,R561H
2.32924,R561H
2.32764,R561H
2.3143,R561H
2.32491,R561H
2.33451,R561H
2.33422,R561H
2.33271,R561H
2.32439,R561H
2.3167,R561H
2.32901,R561H
2.32295,R561H
2.31456,R561H
2.31776,R561H
2.32723,R561H
2.3258,R561H
2.32831,R561H
2.32579,R561H
2.32413,R561H
2.31971,R561H
2.32721,R561H
2.34033,R561H
2.32945,R561H
2.32898,R561H
2.31647,R561H
2.31851,R561H
2.32713,R561H
2.33872,R561H
2.3355,R561H
2.32811,R561H
2.33518,R561H
2.33817,R561H
2.33942,R561H
2.32951,R561H
2.31442,R561H
2.32873,R561H
2.2986,R561H
2.30723,R561H
2.29863,R561H
2.30142,R561H
2.30408,R561H
2.30509,R561H
2.32079,R561H
2.31855,R561H
2.3264,R561H
2.31138,R561H
2.34019,R561H
2.33124,R561H
2.32554,R561H
2.32543,R561H
2.33006,R561H
2.33082,R561H
2.33801,R561H
2.35216,R561H
2.34508,R561H
2.36846,R561H
2.33672,R561H
2.34932,R561H
2.34558,R561H
2.3346,R561H
2.32938,R561H
2.35332,R561H
2.33721,R561H
2.33142,R561H
2.32237,R561H
2.33206,R561H
2.31766,R561H
2.31869,R561H
2.30583,R561H
2.33161,R561H
2.33901,R561H
2.33231,R561H
2.32655,R561H
2.32051,R561H
2.32588,R561H
2.32068,R561H
2.33161,R561H
2.35637,R561H
2.33669,R561H
2.34752,R561H
2.34411,R561H
2.34109,R561H
2.34365,R561H
2.35158,R561H
2.32462,R561H
2.32026,R561H
2.33284,R561H
2.33119,R561H
2.34049,R561H
2.34354,R561H
2.33324,R561H
2.33457,R561H
2.34253,R561H
2.35142,R561H
2.3546,R561H
2.34419,R561H
2.32477,R561H
2.33071,R561H
2.31491,R561H
2.31446,R561H
2.32336,R561H
2.31888,R561H
2.33131,R561H
2.31031,R561H
2.34385,R561H
2.33226,R561H
2.3325,R561H
2.34581,R561H
2.32187,R561H
2.32211,R561H
2.3049,R561H
2.29374,R561H
2.31203,R561H
2.31483,R561H
2.30603,R561H
2.33437,R561H
2.33136,R561H
2.34299,R561H
2.34078,R561H
2.31839,R561H
2.31099,R561H
2.32601,R561H
2.33384,R561H
2.33533,R561H
2.33284,R561H
2.33739,R561H
2.32538,R561H
2.30915,R561H
2.33123,R561H
2.32036,R561H
2.32673,R561H
2.3371,R561H
2.34267,R561H
2.33832,R561H
2.33413,R561H
2.35026,R561H
2.34157,R561H
2.35353,R561H
2.36209,R561H
2.34114,R561H
2.33068,R561H
2.31054,R561H
2.31187,R561H
2.32712,R561H
2.31432,R561H
2.32697,R561H
2.32527,R561H
2.33147,R561H
2.32459,R561H
2.31799,R561H
2.32284,R561H
2.32942,R561H
2.3331,R561H
2.33437,R561H
2.34539,R561H
2.34175,R561H
2.34103,R561H
2.33647,R561H
2.33666,R561H
2.30971,R561H
2.33917,R561H
2.34171,R561H
2.33052,R561H
2.33137,R561H
2.32331,R561H
2.33959,R561H
2.3271,R561H
2.32264,R561H
2.32547,R561H
2.32361,R561H
2.31655,R561H
2.30447,R561H
2.29434,R561H
2.31815,R561H
2.3217,R561H
2.32052,R561H
2.31253,R561H
2.31027,R561H
2.31168,R561H
2.31367,R561H
2.31621,R561H
2.33282,R561H
2.33254,R561H
2.31875,R561H
2.32287,R561H
2.33547,R561H
2.33558,R561H
2.33987,R561H
2.32186,R561H
2.31568,R561H
2.32873,R561H
2.32207,R561H
2.32052,R561H
2.33178,R561H
2.33767,R561H
2.35099,R561H
2.34511,R561H
2.34904,R561H
2.34014,R561H
2.32073,R561H
2.34183,R561H
2.33595,R561H
2.32725,R561H
2.35076,R561H
2.33891,R561H
2.34101,R561H
2.34423,R561H
2.3423,R561H
2.33888,R561H
2.33609,R561H
2.32901,R561H
2.33892,R561H
2.34553,R561H
2.35062,R561H
2.33509,R561H
2.32733,R561H
2.334,R561H
2.31534,R561H
2.32134,R561H
2.32449,R561H
2.33925,R561H
2.33018,R561H
2.33405,R561H
2.32012,R561H
2.3327,R561H
2.33459,R561H
2.32755,R561H
2.31391,R561H
2.32417,R561H
2.32044,R561H
2.33013,R561H
2.34154,R561H
2.32054,R561H
2.31519,R561H
2.32458,R561H
2.3145,R561H
2.31341,R561H
2.31261,R561H
2.31979,R561H
2.31854,R561H
2.31894,R561H
2.30693,R561H
2.32171,R561H
2.32523,R561H
2.32516,R561H
2.32412,R561H
2.31429,R561H
2.31837,R561H
2.31826,R561H
2.33288,R561H
2.32486,R561H
2.32144,R561H
2.32325,R561H
2.31516,R561H
2.3191,R561H
2.29962,R561H
2.31366,R561H
2.2985,R561H
2.32599,R561H
2.30511,R561H
2.3158,R561H
2.31222,R561H
2.30274,R561H
2.32115,R561H
2.31856,R561H
2.32254,R561H
2.32335,R561H
2.32074,R561H
2.30299,R561H
2.3008,R561H
2.30815,R561H
2.28978,R561H
2.30568,R561H
2.31124,R561H
2.30969,R561H
2.31195,R561H
2.30942,R561H
2.30683,R561H
2.30101,R561H
2.30283,R561H
2.31671,R561H
2.30457,R561H
2.30237,R561H
2.30538,R561H
2.31143,R561H
2.3249,R561H
2.32042,R561H
2.31441,R561H
2.30617,R561H
2.31953,R561H
2.32411,R561H
2.31444,R561H
2.32771,R561H
2.326,R561H
2.33834,R561H
2.32289,R561H
2.32934,R561H
2.31428,R561H
2.31721,R561H
2.30756,R561H
2.31285,R561H
2.31834,R561H
2.32601,R561H
2.32346,R561H
2.32538,R561H
2.30977,R561H
2.31176,R561H
2.32611,R561H
2.30961,R561H
2.32198,R561H
2.32275,R561H
2.32376,R561H
2.3155,R561H
2.30825,R561H
2.30981,R561H
2.29456,R561H
2.29672,R561H
2.30285,R561H
2.31185,R561H
2.33222,R561H
2.33342,R561H
2.32625,R561H
2.33983,R561H
2.33533,R561H
2.33805,R561H
2.32262,R561H
2.30512,R561H
2.31785,R561H
2.3197,R561H
2.31255,R561H
2.3228,R561H
2.32573,R561H
2.33647,R561H
2.32882,R561H
2.3332,R561H
2.33256,R561H
2.3295,R561H
2.34203,R561H
2.34272,R561H
2.32397,R561H
2.32953,R561H
2.33132,R561H
2.33115,R561H
2.33729,R561H
2.33247,R561H
2.33901,R561H
2.33211,R561H
2.33812,R561H
2.34147,R561H
2.33564,R561H
2.32951,R561H
2.31817,R561H
2.33029,R561H
2.34555,R561H
2.34207,R561H
2.35172,R561H
2.35282,R561H
2.34013,R561H
2.33487,R561H
2.33786,R561H
2.33509,R561H
2.34508,R561H
2.34207,R561H
2.33816,R561H
2.33023,R561H
2.33148,R561H
2.32667,R561H
2.336,R561H
2.3182,R561H
2.33548,R561H
2.33328,R561H
2.32565,R561H
2.30489,R561H
2.31352,R561H
2.32112,R561H
2.31564,R561H
2.30949,R561H
2.32361,R561H
2.33559,R561H
2.33322,R561H
2.33351,R561H
2.33305,R561H
2.3328,R561H
2.32812,R561H
2.31522,R561H
2.30569,R561H
2.31795,R561H
2.32111,R561H
2.32656,R561H
2.32886,R561H
2.32201,R561H
2.3437,R561H
2.33532,R561H
2.33955,R561H
2.33594,R561H
2.34922,R561H
2.34433,R561H
2.34693,R561H
2.33134,R561H
2.33939,R561H
2.33073,R561H
2.33218,R561H
2.32736,R561H
2.33528,R561H
2.34032,R561H
2.34876,R561H
2.32703,R561H
2.34429,R561H
2.33457,R561H
2.34126,R561H
2.32505,R561H
2.32821,R561H
2.30707,R561H
2.31014,R561H
2.31636,R561H
2.31843,R561H
2.34213,R561H
2.33858,R561H
2.33405,R561H
2.33405,R561H
2.3312,R561H
2.33108,R561H
2.33405,R561H
2.32466,R561H
2.31501,R561H
2.32217,R561H
2.31764,R561H
2.31418,R561H
2.32345,R561H
2.32507,R561H
2.33634,R561H
2.33324,R561H
2.33548,R561H
2.33368,R561H
2.33394,R561H
2.33186,R561H
2.33835,R561H
2.33858,R561H
2.33499,R561H
2.32107,R561H
2.32552,R561H
2.32657,R561H
2.31449,R561H
2.33231,R561H
2.34082,R561H
2.33209,R561H
2.33756,R561H
2.33821,R561H
2.32478,R561H
2.31612,R561H
2.33025,R561H
2.3107,R561H
2.32616,R561H
2.32787,R561H
2.32149,R561H
2.32278,R561H
2.30884,R561H
2.32666,R561H
2.32067,R561H
2.32739,R561H
2.33219,R561H
2.32279,R561H
2.33229,R561H
2.31441,R561H
2.31338,R561H
2.31372,R561H
2.3177,R561H
2.3155,R561H
2.32045,R561H
2.32947,R561H
2.31137,R561H
2.29839,R561H
2.31458,R561H
2.31268,R561H
2.32234,R561H
2.3136,R561H
2.3323,R561H
2.32027,R561H
2.30345,R561H
2.30355,R561H
2.29892,R561H
2.33036,R561H
2.31007,R561H
2.31381,R561H
2.32393,R561H
2.30984,R561H
2.32707,R561H
2.33428,R561H
2.31515,R561H
2.32213,R561H
2.33201,R561H
2.3378,R561H
2.32465,R561H
2.32696,R561H
2.3272,R561H
2.33862,R561H
2.33543,R561H
2.33985,R561H
2.33216,R561H
2.30724,R561H
2.31258,R561H
2.3201,R561H
2.32541,R561H
2.32573,R561H
2.34251,R561H
2.3401,R561H
2.33834,R561H
2.34374,R561H
2.33535,R561H
2.34289,R561H
2.32622,R561H
2.33472,R561H
2.34485,R561H
2.34182,R561H
2.33614,R561H
2.32072,R561H
2.3198,R561H
2.33833,R561H
2.32447,R561H
2.33325,R561H
2.3254,R561H
2.31715,R561H
2.32579,R561H
2.31392,R561H
2.32034,R561H
2.32698,R561H
2.3279,R561H
2.34121,R561H
2.33027,R561H
2.3207,R561H
2.33112,R561H
2.32453,R561H
2.31439,R561H
2.32228,R561H
2.31899,R561H
2.32146,R561H
2.31187,R561H
2.33347,R561H
2.32368,R561H
2.34845,R561H
2.34295,R561H
2.33181,R561H
2.32822,R561H
2.32238,R561H
2.33267,R561H
2.31804,R561H
2.33075,R561H
2.33912,R561H
2.32309,R561H
2.33169,R561H
2.33679,R561H
2.32255,R561H
2.32421,R561H
2.3343,R561H
2.33827,R561H
2.35217,R561H
2.33781,R561H
2.3288,R561H
2.33145,R561H
2.33075,R561H
2.33942,R561H
2.31767,R561H
2.34935,R561H
2.34365,R561H
2.35182,R561H
2.33,R561H
2.33134,R561H
2.31717,R561H
2.32996,R561H
2.33045,R561H
2.31186,R561H
2.31698,R561H
2.33194,R561H
2.3118,R561H
2.32517,R561H
2.31282,R561H
2.33335,R561H
2.33368,R561H
2.34647,R561H
2.34706,R561H
2.33064,R561H
2.34291,R561H
2.33319,R561H
2.32809,R561H
2.32642,R561H
2.31678,R561H
2.31907,R561H
2.32428,R561H
2.33778,R561H
2.33107,R561H
2.31865,R561H
2.3302,R561H
2.32721,R561H
2.31704,R561H
2.3257,R561H
2.32052,R561H
2.30475,R561H
2.32554,R561H
2.33285,R561H
2.32334,R561H
2.30292,R561H
2.29844,R561H
2.30791,R561H
2.29831,R561H
2.30948,R561H
2.30244,R561H
2.29424,R561H
2.28701,R561H
2.3058,R561H
2.31663,R561H
2.3201,R561H
2.31103,R561H
2.31408,R561H
2.31102,R561H
2.32621,R561H
2.32672,R561H
2.32133,R561H
2.32681,R561H
2.33362,R561H
2.32056,R561H
2.314,R561H
2.32606,R561H
2.34181,R561H
2.33521,R561H
2.33725,R561H
2.32465,R561H
2.33732,R561H
2.33444,R561H
2.32502,R561H
2.32297,R561H
2.30826,R561H
2.31709,R561H
2.32621,R561H
2.32398,R561H
2.34399,R561H
2.32644,R561H
2.3306,R561H
2.34867,R561H
2.3459,R561H
2.34052,R561H
2.34558,R561H
2.33958,R561H
2.33833,R561H
2.33978,R561H
2.3417,R561H
2.32808,R561H
2.31861,R561H
2.32308,R561H
2.32753,R561H
2.32343,R561H
2.33428,R561H
2.3277,R561H
2.32675,R561H
2.32497,R561H
2.33364,R561H
2.32618,R561H
2.33102,R561H
2.31885,R561H
2.32598,R561H
2.33076,R561H
2.32621,R561H
2.34501,R561H
2.33947,R561H
2.32389,R561H
2.3242,R561H
2.34096,R561H
2.33026,R561H
2.32928,R561H
2.33068,R561H
2.32953,R561H
2.30855,R561H
2.32098,R561H
2.32073,R561H
2.3203,R561H
2.31154,R561H
2.32092,R561H
2.31424,R561H
2.32882,R561H
2.31549,R561H
2.31766,R561H
2.33752,R561H
2.33238,R561H
2.34018,R561H
2.33741,R561H
2.34119,R561H
2.33288,R561H
2.32698,R561H
2.32762,R561H
2.32111,R561H
2.33693,R561H
2.33969,R561H
2.3389,R561H
2.3401,R561H
2.35228,R561H
2.35708,R561H
2.33229,R561H
2.33331,R561H
2.32155,R561H
2.33149,R561H
2.33473,R561H
2.32395,R561H
2.32684,R561H
2.31814,R561H
2.30619,R561H
2.31167,R561H
2.32547,R561H
2.32875,R561H
2.31641,R561H
2.32735,R561H
2.32032,R561H
2.31233,R561H
2.32194,R561H
2.32123,R561H
2.32482,R561H
2.31785,R561H
2.33101,R561H
2.31494,R561H
2.32619,R561H
2.31281,R561H
2.31678,R561H
2.34172,R561H
2.32502,R561H
2.33385,R561H
2.32938,R561H
2.3303,R561H
2.31296,R561H
2.30653,R561H
2.30377,R561H
2.3154,R561H
2.31652,R561H
2.31274,R561H
2.30791,R561H
2.31253,R561H
2.31249,R561H
2.29971,R561H
2.32749,R561H
2.31089,R561H
2.31835,R561H
2.32573,R561H
2.33078,R561H
2.31774,R561H
2.32481,R561H
2.31324,R561H
2.32269,R561H
2.33346,R561H
2.32367,R561H
2.31049,R561H
2.32769,R561H
2.33046,R561H
2.31576,R561H
2.32344,R561H
2.32753,R561H
2.31884,R561H
2.33049,R561H
2.31914,R561H
2.32688,R561H
2.31,R561H
2.30657,R561H
2.31313,R561H
2.32227,R561H
2.32015,R561H
2.315,R561H
2.30682,R561H
2.30471,R561H
2.30276,R561H
2.29036,R561H
2.31069,R561H
2.32564,R561H
2.31651,R561H
2.29716,R561H
2.31062,R561H
2.30663,R561H
2.31315,R561H
2.31261,R561H
2.30724,R561H
2.30608,R561H
2.29928,R561H
2.29835,R561H
2.29573,R561H
2.29222,R561H
2.29651,R561H
2.29135,R561H
2.29551,R561H
2.30902,R561H
2.30885,R561H
2.31774,R561H
2.30603,R561H
2.30729,R561H
2.31579,R561H
2.30556,R561H
2.29558,R561H
2.31665,R561H
2.3243,R561H
2.30794,R561H
2.30409,R561H
2.30492,R561H
2.29632,R561H
2.29711,R561H
2.30069,R561H
2.31168,R561H
2.31725,R561H
2.298,R561H
2.29196,R561H
2.31065,R561H
2.30285,R561H
2.32907,R561H
2.31192,R561H
2.32477,R561H
2.32759,R561H
2.32939,R561H
2.32315,R561H
2.34015,R561H
2.32918,R561H
2.32328,R561H
2.32173,R561H
2.31461,R561H
2.32421,R561H
2.31864,R561H
2.3323,R561H
2.32278,R561H
2.31562,R561H
2.32023,R561H
2.32725,R561H
2.32261,R561H
2.34352,R561H
2.34221,R561H
2.32155,R561H
2.33922,R561H
2.34546,R561H
2.33905,R561H
2.34663,R561H
2.32202,R561H
2.34129,R561H
2.34192,R561H
2.33861,R561H
2.32752,R561H
2.34344,R561H
2.33449,R561H
2.31546,R561H
2.32302,R561H
2.33352,R561H
2.32605,R561H
2.34166,R561H
2.32918,R561H
2.33086,R561H
2.34586,R561H
2.33544,R561H
2.34824,R561H
2.3364,R561H
2.33028,R561H
2.33367,R561H
2.34814,R561H
2.33134,R561H
2.33871,R561H
2.34954,R561H
2.33223,R561H
2.33144,R561H
2.33646,R561H
2.32779,R561H
2.32626,R561H
2.3343,R561H
2.3288,R561H
2.33012,R561H
2.31885,R561H
2.32332,R561H
2.31948,R561H
2.32236,R561H
2.32456,R561H
2.33086,R561H
2.33152,R561H
2.3295,R561H
2.34737,R561H
2.33808,R561H
2.33346,R561H
2.33274,R561H
2.33455,R561H
2.33496,R561H
2.33136,R561H
2.32379,R561H
2.32135,R561H
2.31884,R561H
2.31876,R561H
2.33081,R561H
2.32896,R561H
2.32589,R561H
2.33032,R561H
2.32228,R561H
2.32385,R561H
2.3134,R561H
2.30932,R561H
2.30586,R561H
2.31032,R561H
2.32434,R561H
2.33197,R561H
2.31708,R561H
2.32675,R561H
2.3293,R561H
2.32355,R561H
2.33102,R561H
2.32203,R561H
2.32828,R561H
2.31028,R561H
2.31969,R561H
2.32434,R561H
2.32224,R561H
2.33046,R561H
2.34101,R561H
2.33091,R561H
2.33452,R561H
2.33893,R561H
2.33041,R561H
2.33742,R561H
2.33055,R561H
2.3066,R561H
2.30721,R561H
2.32638,R561H
2.33115,R561H
2.32521,R561H
2.30899,R561H
2.32482,R561H
2.32164,R561H
2.3214,R561H
2.31616,R561H
2.32768,R561H
2.31412,R561H
2.31827,R561H
2.3183,R561H
2.32164,R561H
2.33242,R561H
2.3321,R561H
2.32964,R561H
