rmsd (nm),Systems
0.2437746,P574L
0.2353897,P574L
0.2426002,P574L
0.2266705,P574L
0.241473,P574L
0.2545298,P574L
0.2445296,P574L
0.258298,P574L
0.2587058,P574L
0.2525569,P574L
0.2481111,P574L
0.2276587,P574L
0.2182895,P574L
0.20655,P574L
0.203804,P574L
0.228543,P574L
0.222993,P574L
0.2370052,P574L
0.2214083,P574L
0.233719,P574L
0.2151703,P574L
0.2080919,P574L
0.1918857,P574L
0.206253,P574L
0.2159663,P574L
0.2188626,P574L
0.2156586,P574L
0.215583,P574L
0.2076744,P574L
0.2051533,P574L
0.191048,P574L
0.2051808,P574L
0.2365419,P574L
0.2286716,P574L
0.2663191,P574L
0.2657092,P574L
0.2811383,P574L
0.2690535,P574L
0.2669249,P574L
0.2608846,P574L
0.2477541,P574L
0.2566149,P574L
0.2565822,P574L
0.2565283,P574L
0.2811557,P574L
0.2716872,P574L
0.2513736,P574L
0.2335868,P574L
0.2471474,P574L
0.2466798,P574L
0.2444196,P574L
0.2360951,P574L
0.2222045,P574L
0.2285872,P574L
0.2234318,P574L
0.260949,P574L
0.2389569,P574L
0.241317,P574L
0.2238356,P574L
0.2457857,P574L
0.2634549,P574L
0.2665861,P574L
0.2445055,P574L
0.2637226,P574L
0.2667453,P574L
0.2517019,P574L
0.250241,P574L
0.2473292,P574L
0.2399862,P574L
0.2494304,P574L
0.2276558,P574L
0.2287562,P574L
0.2286337,P574L
0.2084604,P574L
0.2356247,P574L
0.2379289,P574L
0.2376084,P574L
0.2205545,P574L
0.2011482,P574L
0.2047089,P574L
0.1907897,P574L
0.1947301,P574L
0.1979793,P574L
0.2355296,P574L
0.2117037,P574L
0.2552171,P574L
0.2478548,P574L
0.2454345,P574L
0.2574305,P574L
0.2648216,P574L
0.265248,P574L
0.2516118,P574L
0.2267158,P574L
0.238066,P574L
0.2123055,P574L
0.21797,P574L
0.2143501,P574L
0.2341162,P574L
0.2213201,P574L
0.2020581,P574L
0.1934375,P574L
0.1967197,P574L
0.1925563,P574L
0.171659,P574L
0.1810644,P574L
0.1920205,P574L
0.202454,P574L
0.1936915,P574L
0.2041897,P574L
0.2046354,P574L
0.1998319,P574L
0.2297084,P574L
0.2268001,P574L
0.224774,P574L
0.2386193,P574L
0.2250582,P574L
0.2054764,P574L
0.1876637,P574L
0.2262513,P574L
0.2118387,P574L
0.1897459,P574L
0.2051346,P574L
0.2316534,P574L
0.2322233,P574L
0.2305659,P574L
0.2075086,P574L
0.194692,P574L
0.2269939,P574L
0.1934077,P574L
0.2118713,P574L
0.2124086,P574L
0.1877161,P574L
0.1852675,P574L
0.1873879,P574L
0.2065815,P574L
0.2207955,P574L
0.207975,P574L
0.2130468,P574L
0.2149179,P574L
0.2251802,P574L
0.2282774,P574L
0.2484465,P574L
0.2463156,P574L
0.2603046,P574L
0.262502,P574L
0.2546578,P574L
0.2406146,P574L
0.2242316,P574L
0.2293785,P574L
0.2126022,P574L
0.2215591,P574L
0.2022058,P574L
0.2380778,P574L
0.2224298,P574L
0.2270929,P574L
0.2258143,P574L
0.2175825,P574L
0.2085242,P574L
0.2096061,P574L
0.2110721,P574L
0.2255483,P574L
0.206437,P574L
0.2112362,P574L
0.2104383,P574L
0.1926691,P574L
0.1871311,P574L
0.177389,P574L
0.1919888,P574L
0.1849015,P574L
0.1863776,P574L
0.1882899,P574L
0.1864554,P574L
0.175861,P574L
0.2044324,P574L
0.2206203,P574L
0.2030824,P574L
0.1868914,P574L
0.1829174,P574L
0.2033508,P574L
0.2126901,P574L
0.1795558,P574L
0.1641876,P574L
0.1833195,P574L
0.1756382,P574L
0.1772307,P574L
0.1834702,P574L
0.2049155,P574L
0.1992141,P574L
0.1951531,P574L
0.1928447,P574L
0.1899314,P574L
0.2045587,P574L
0.1853163,P574L
0.1785213,P574L
0.1924216,P574L
0.2063755,P574L
0.1965916,P574L
0.1838504,P574L
0.1971831,P574L
0.2049083,P574L
0.1788763,P574L
0.2034449,P574L
0.1801078,P574L
0.1785599,P574L
0.1764444,P574L
0.1802708,P574L
0.1790246,P574L
0.1690383,P574L
0.1941978,P574L
0.2299197,P574L
0.2086282,P574L
0.2159472,P574L
0.2307652,P574L
0.2112952,P574L
0.2150824,P574L
0.2219243,P574L
0.2551681,P574L
0.2275429,P574L
0.2404313,P574L
0.2364805,P574L
0.2652752,P574L
0.2478493,P574L
0.2150781,P574L
0.2081229,P574L
0.2079969,P574L
0.2232387,P574L
0.2350284,P574L
0.234655,P574L
0.2170231,P574L
0.2019068,P574L
0.2052364,P574L
0.184464,P574L
0.1949314,P574L
0.192344,P574L
0.2043597,P574L
0.2115783,P574L
0.2086614,P574L
0.2069053,P574L
0.2134297,P574L
0.1983706,P574L
0.2132261,P574L
0.2153987,P574L
0.2174141,P574L
0.2498381,P574L
0.260194,P574L
0.249239,P574L
0.2100183,P574L
0.2019986,P574L
0.2132071,P574L
0.2080602,P574L
0.2045076,P574L
0.1825771,P574L
0.1935434,P574L
0.1897168,P574L
0.2064442,P574L
0.2016544,P574L
0.1950867,P574L
0.1834087,P574L
0.169392,P574L
0.1601104,P574L
0.1691715,P574L
0.1898325,P574L
0.180889,P574L
0.1680042,P574L
0.1669828,P574L
0.208135,P574L
0.2367004,P574L
0.2364589,P574L
0.1966707,P574L
0.2100439,P574L
0.2031993,P574L
0.218891,P574L
0.2166461,P574L
0.2184829,P574L
0.2241842,P574L
0.231101,P574L
0.1969561,P574L
0.1956027,P574L
0.1922264,P574L
0.1985611,P574L
0.1949845,P574L
0.1931691,P574L
0.1998322,P574L
0.1722754,P574L
0.1919322,P574L
0.1750167,P574L
0.2046482,P574L
0.1985499,P574L
0.1903789,P574L
0.1817161,P574L
0.1826667,P574L
0.1954805,P574L
0.1869675,P574L
0.209204,P574L
0.2117392,P574L
0.2206431,P574L
0.2129793,P574L
0.20468,P574L
0.1765972,P574L
0.1873045,P574L
0.1740215,P574L
0.195626,P574L
0.2002729,P574L
0.2163229,P574L
0.1991849,P574L
0.1955751,P574L
0.2126977,P574L
0.2093064,P574L
0.2089898,P574L
0.1990775,P574L
0.1790829,P574L
0.1669335,P574L
0.1835932,P574L
0.207398,P574L
0.2043958,P574L
0.2109308,P574L
0.1995893,P574L
0.2157958,P574L
0.2241899,P574L
0.2045871,P574L
0.2230939,P574L
0.1970113,P574L
0.2369756,P574L
0.2227538,P574L
0.2171839,P574L
0.192455,P574L
0.192949,P574L
0.2141512,P574L
0.2179312,P574L
0.2281264,P574L
0.2133579,P574L
0.2459562,P574L
0.2175593,P574L
0.1968012,P574L
0.1854736,P574L
0.1782033,P574L
0.1778504,P574L
0.170591,P574L
0.1860943,P574L
0.1861358,P574L
0.2030863,P574L
0.1993589,P574L
0.214783,P574L
0.2111167,P574L
0.2084756,P574L
0.1926546,P574L
0.1826311,P574L
0.1770243,P574L
0.1926388,P574L
0.2226309,P574L
0.215875,P574L
0.2023654,P574L
0.2007776,P574L
0.2060857,P574L
0.2330268,P574L
0.2622636,P574L
0.2505169,P574L
0.2297647,P574L
0.2382316,P574L
0.2149689,P574L
0.2205694,P574L
0.2243102,P574L
0.1985004,P574L
0.1892821,P574L
0.2145538,P574L
0.2206361,P574L
0.2042035,P574L
0.2021048,P574L
0.2132473,P574L
0.1921246,P574L
0.2109263,P574L
0.1901546,P574L
0.1912929,P574L
0.2018872,P574L
0.219316,P574L
0.2377011,P574L
0.2316745,P574L
0.2145195,P574L
0.2077531,P574L
0.222922,P574L
0.2401555,P574L
0.2474157,P574L
0.2489161,P574L
0.2249065,P574L
0.2106902,P574L
0.2087903,P574L
0.2235359,P574L
0.2404752,P574L
0.2377601,P574L
0.2224358,P574L
0.1980118,P574L
0.197212,P574L
0.2268678,P574L
0.2263204,P574L
0.2028451,P574L
0.2066643,P574L
0.1901804,P574L
0.1971381,P574L
0.1695806,P574L
0.1922963,P574L
0.1763131,P574L
0.1789867,P574L
0.2044593,P574L
0.2041004,P574L
0.1987263,P574L
0.2069755,P574L
0.1987744,P574L
0.1947052,P574L
0.1973918,P574L
0.2260797,P574L
0.2126549,P574L
0.2102469,P574L
0.1963224,P574L
0.1855992,P574L
0.1699535,P574L
0.1610925,P574L
0.1638938,P574L
0.1735446,P574L
0.1757428,P574L
0.1993932,P574L
0.1640265,P574L
0.1713929,P574L
0.1847966,P574L
0.183098,P574L
0.1610425,P574L
0.1566382,P574L
0.1635343,P574L
0.1634797,P574L
0.1879445,P574L
0.1872281,P574L
0.1550823,P574L
0.1705554,P574L
0.1740266,P574L
0.1926792,P574L
0.1926396,P574L
0.1936658,P574L
0.1944086,P574L
0.1881931,P574L
0.1776961,P574L
0.1976749,P574L
0.1914441,P574L
0.1856762,P574L
0.1881199,P574L
0.1851498,P574L
0.1691224,P574L
0.1641563,P574L
0.163544,P574L
0.1651012,P574L
0.1564845,P574L
0.1747286,P574L
0.1608907,P574L
0.1646315,P574L
0.1610753,P574L
0.1759798,P574L
0.1752305,P574L
0.1608835,P574L
0.1622418,P574L
0.1588697,P574L
0.1667359,P574L
0.1483116,P574L
0.1618203,P574L
0.1628106,P574L
0.1960588,P574L
0.1968788,P574L
0.1761807,P574L
0.1643785,P574L
0.1655254,P574L
0.1784809,P574L
0.1655267,P574L
0.1698142,P574L
0.1818213,P574L
0.1912341,P574L
0.22078,P574L
0.2066592,P574L
0.1823261,P574L
0.1843201,P574L
0.1838163,P574L
0.1932288,P574L
0.1736216,P574L
0.1922067,P574L
0.1877009,P574L
0.1943406,P574L
0.1947467,P574L
0.2059969,P574L
0.209521,P574L
0.1851805,P574L
0.2084775,P574L
0.2174084,P574L
0.2265727,P574L
0.2285194,P574L
0.2115189,P574L
0.2349868,P574L
0.2326433,P574L
0.2190727,P574L
0.2156478,P574L
0.2238607,P574L
0.2135066,P574L
0.2063459,P574L
0.2072116,P574L
0.204455,P574L
0.2191507,P574L
0.2018151,P574L
0.2033665,P574L
0.224443,P574L
0.2177173,P574L
0.2247707,P574L
0.2061362,P574L
0.2063143,P574L
0.2074107,P574L
0.2036834,P574L
0.2028561,P574L
0.1835256,P574L
0.1594625,P574L
0.1716334,P574L
0.1825519,P574L
0.1979599,P574L
0.2184724,P574L
0.2302358,P574L
0.2193209,P574L
0.1922262,P574L
0.2053777,P574L
0.2059701,P574L
0.2139304,P574L
0.1959335,P574L
0.1747926,P574L
0.1939271,P574L
0.1772178,P574L
0.1856049,P574L
0.1836337,P574L
0.1985127,P574L
0.1805172,P574L
0.1881617,P574L
0.1653601,P574L
0.1573117,P574L
0.1633403,P574L
0.1764705,P574L
0.196172,P574L
0.2086313,P574L
0.2110618,P574L
0.2185493,P574L
0.2174809,P574L
0.1686141,P574L
0.1811861,P574L
0.1990194,P574L
0.2083181,P574L
0.1964927,P574L
0.2202104,P574L
0.2037233,P574L
0.2113155,P574L
0.2035458,P574L
0.1978814,P574L
0.2264205,P574L
0.2128535,P574L
0.2229149,P574L
0.2229503,P574L
0.2003397,P574L
0.2102499,P574L
0.1888094,P574L
0.211778,P574L
0.2353262,P574L
0.2455296,P574L
0.2658941,P574L
0.234416,P574L
0.2194486,P574L
0.2207281,P574L
0.203024,P574L
0.2070889,P574L
0.2001426,P574L
0.2208427,P574L
0.2057567,P574L
0.2100189,P574L
0.2148162,P574L
0.2187834,P574L
0.2112234,P574L
0.2248326,P574L
0.2498358,P574L
0.2258403,P574L
0.2302153,P574L
0.2597925,P574L
0.2819633,P574L
0.290731,P574L
0.2815203,P574L
0.2546512,P574L
0.2772509,P574L
0.2431505,P574L
0.2277385,P574L
0.2308467,P574L
0.2325553,P574L
0.2370754,P574L
0.2443076,P574L
0.2175046,P574L
0.1986504,P574L
0.2066065,P574L
0.211763,P574L
0.2248005,P574L
0.1943448,P574L
0.2177297,P574L
0.2277918,P574L
0.209624,P574L
0.1960998,P574L
0.1777947,P574L
0.2002918,P574L
0.2150648,P574L
0.228998,P574L
0.2242528,P574L
0.2182761,P574L
0.2177461,P574L
0.2008468,P574L
0.2289996,P574L
0.2278701,P574L
0.2504327,P574L
0.243604,P574L
0.2440524,P574L
0.2212588,P574L
0.1995481,P574L
0.2116284,P574L
0.2274051,P574L
0.2374925,P574L
0.2451229,P574L
0.2505779,P574L
0.2508364,P574L
0.2536469,P574L
0.2362598,P574L
0.2388807,P574L
0.2287451,P574L
0.2506949,P574L
0.2570468,P574L
0.2257544,P574L
0.2225463,P574L
0.2183365,P574L
0.2384405,P574L
0.2450939,P574L
0.2592477,P574L
0.2421722,P574L
0.2383734,P574L
0.2323203,P574L
0.2474761,P574L
0.2564951,P574L
0.2545625,P574L
0.2350394,P574L
0.2308602,P574L
0.2045169,P574L
0.1896445,P574L
0.204129,P574L
0.2060591,P574L
0.2079508,P574L
0.2215451,P574L
0.2055248,P574L
0.214176,P574L
0.1922636,P574L
0.2189441,P574L
0.2153059,P574L
0.2317801,P574L
0.229585,P574L
0.2234045,P574L
0.2148359,P574L
0.2315692,P574L
0.2567685,P574L
0.262651,P574L
0.2450978,P574L
0.2561468,P574L
0.2323005,P574L
0.2521963,P574L
0.2432685,P574L
0.2134883,P574L
0.23057,P574L
0.199436,P574L
0.204649,P574L
0.230087,P574L
0.2233682,P574L
0.2259698,P574L
0.2472674,P574L
0.2466907,P574L
0.251639,P574L
0.2392931,P574L
0.1800757,P574L
0.1827967,P574L
0.1926009,P574L
0.220089,P574L
0.237907,P574L
0.2202727,P574L
0.2192263,P574L
0.2321054,P574L
0.2317305,P574L
0.2464766,P574L
0.262236,P574L
0.2403595,P574L
0.223227,P574L
0.2114341,P574L
0.2085043,P574L
0.2329606,P574L
0.2160846,P574L
0.2206169,P574L
0.1983386,P574L
0.1771852,P574L
0.1847764,P574L
0.1699829,P574L
0.2243145,P574L
0.2537286,P574L
0.2243,P574L
0.2251588,P574L
0.2470622,P574L
0.2561285,P574L
0.2310112,P574L
0.2265735,P574L
0.2267351,P574L
0.2504784,P574L
0.2405997,P574L
0.253192,P574L
0.250406,P574L
0.2720127,P574L
0.2607172,P574L
0.2663656,P574L
0.2649152,P574L
0.2545534,P574L
0.2355983,P574L
0.2295791,P574L
0.2451171,P574L
0.2367008,P574L
0.2375163,P574L
0.2173647,P574L
0.2162282,P574L
0.222896,P574L
0.2203481,P574L
0.2223798,P574L
0.2229392,P574L
0.2171954,P574L
0.2240227,P574L
0.2299704,P574L
0.2152405,P574L
0.2313654,P574L
0.234891,P574L
0.2679977,P574L
0.2457234,P574L
0.2455975,P574L
0.2641186,P574L
0.2294783,P574L
0.2270662,P574L
0.2271112,P574L
0.1868299,P574L
0.1888166,P574L
0.187456,P574L
0.1894018,P574L
0.2120119,P574L
0.1871184,P574L
0.1961074,P574L
0.190534,P574L
0.2037565,P574L
0.2000672,P574L
0.2314457,P574L
0.2346565,P574L
0.2145692,P574L
0.2262101,P574L
0.2024645,P574L
0.2269292,P574L
0.2484808,P574L
0.2144153,P574L
0.2207325,P574L
0.2224993,P574L
0.2128847,P574L
0.2283196,P574L
0.2341016,P574L
0.2156341,P574L
0.2136231,P574L
0.2524839,P574L
0.2725589,P574L
0.2603979,P574L
0.2775995,P574L
0.2608046,P574L
0.3009613,P574L
0.2494899,P574L
0.2582375,P574L
0.2582258,P574L
0.2379915,P574L
0.2102524,P574L
0.2340886,P574L
0.238331,P574L
0.2249273,P574L
0.2320087,P574L
0.2477797,P574L
0.2567774,P574L
0.2844828,P574L
0.2562291,P574L
0.2407994,P574L
0.2257479,P574L
0.2490683,P574L
0.2700616,P574L
0.269326,P574L
0.2311702,P574L
0.2211488,P574L
0.2160115,P574L
0.2335383,P574L
0.2282568,P574L
0.235034,P574L
0.2349983,P574L
0.2202885,P574L
0.2205488,P574L
0.2143607,P574L
0.2193427,P574L
0.2259502,P574L
0.2317308,P574L
0.2487462,P574L
0.2385729,P574L
0.2209975,P574L
0.2163465,P574L
0.2408317,P574L
0.2554379,P574L
0.2540209,P574L
0.2244632,P574L
0.2311148,P574L
0.2307422,P574L
0.2102295,P574L
0.2418368,P574L
0.2263229,P574L
0.222104,P574L
0.2009397,P574L
0.2032805,P574L
0.2100586,P574L
0.2376855,P574L
0.2687331,P574L
0.2546407,P574L
0.2320709,P574L
0.237597,P574L
0.2402351,P574L
0.2381712,P574L
0.2462289,P574L
0.2219949,P574L
0.2127304,P574L
0.2069204,P574L
0.2022923,P574L
0.2219956,P574L
0.2293255,P574L
0.2240897,P574L
0.2314836,P574L
0.2223776,P574L
0.2469096,P574L
0.2493964,P574L
0.2316844,P574L
0.2665259,P574L
0.251525,P574L
0.241812,P574L
0.2477382,P574L
0.2410228,P574L
0.2351583,P574L
0.2039751,P574L
0.1978661,P574L
0.2168917,P574L
0.208724,P574L
0.2493385,P574L
0.236339,P574L
0.2492205,P574L
0.2360954,P574L
0.2001794,P574L
0.1800939,P574L
0.1876996,P574L
0.1799494,P574L
0.1840677,P574L
0.215317,P574L
0.2348054,P574L
0.2581054,P574L
0.2447906,P574L
0.2158465,P574L
0.2205301,P574L
0.1994267,P574L
0.2057828,P574L
0.2267873,P574L
0.2223583,P574L
0.2455818,P574L
0.2001675,P574L
0.2138723,P574L
0.2084028,P574L
0.2426821,P574L
0.222555,P574L
0.2356192,P574L
0.2413296,P574L
0.2423843,P574L
0.2507555,P574L
0.272081,P574L
0.2669465,P574L
0.2578727,P574L
0.2763789,P574L
0.2645268,P574L
0.2737098,P574L
0.2510107,P574L
0.2334303,P574L
0.2209565,P574L
0.1985796,P574L
0.2179427,P574L
0.2501545,P574L
0.2456467,P574L
0.2113406,P574L
0.1840374,P574L
0.197099,P574L
0.1924528,P574L
0.1853701,P574L
0.1975872,P574L
0.1752968,P574L
0.1795717,P574L
0.1942306,P574L
0.2088588,P574L
0.1939241,P574L
0.2003448,P574L
0.2189932,P574L
0.2104879,P574L
0.2171002,P574L
0.1965137,P574L
0.2079434,P574L
0.2242885,P574L
0.2316754,P574L
0.2370789,P574L
0.22829,P574L
0.1958656,P574L
0.2002518,P574L
0.1969514,P574L
0.200303,P574L
0.2019707,P574L
0.2188203,P574L
0.2280208,P574L
0.2129406,P574L
0.2188824,P574L
0.2352661,P574L
0.2449677,P574L
0.2389481,P574L
0.257682,P574L
0.2706266,P574L
0.277554,P574L
0.2822276,P574L
0.278303,P574L
0.3156136,P574L
0.3058783,P574L
0.283551,P574L
0.2148332,P574L
0.2390304,P574L
0.2476014,P574L
0.2324682,P574L
0.2153059,P574L
0.2224423,P574L
0.2410752,P574L
0.2186708,P574L
0.20201,P574L
0.2072868,P574L
0.2152413,P574L
0.2191291,P574L
0.2574104,P574L
0.2258516,P574L
0.2247602,P574L
0.2363277,P574L
0.2372968,P574L
0.2815269,P574L
0.2507857,P574L
0.2330882,P574L
0.2489527,P574L
0.2460976,P574L
0.2458437,P574L
0.2370668,P574L
0.2541579,P574L
0.2501743,P574L
0.2228471,P574L
0.2214484,P574L
0.2308731,P574L
0.2166933,P574L
0.2048385,P574L
0.2041257,P574L
0.1989443,P574L
0.1844148,P574L
0.1776329,P574L
0.1674353,P574L
0.1630372,P574L
0.1518569,P574L
0.1599474,P574L
0.1617674,P574L
0.1580748,P574L
0.1507069,P574L
0.1490249,P574L
0.1577917,P574L
0.1711442,P574L
0.1816145,P574L
0.1747175,P574L
0.1922894,P574L
0.1772074,P574L
0.1600011,P574L
0.1725878,P574L
0.1751425,P574L
0.1682614,P574L
0.1535148,P574L
0.179847,P574L
0.1820711,P574L
0.1944384,P574L
0.1930875,P574L
0.1976217,P574L
0.2089706,P574L
0.2204824,P574L
0.2383768,P574L
0.2309641,P574L
0.25948,P574L
0.2495247,P574L
0.2397524,P574L
0.2143552,P574L
0.1995326,P574L
0.1949774,P574L
0.2072675,P574L
0.2287571,P574L
0.2168325,P574L
0.2182375,P574L
0.2186627,P574L
0.2245972,P574L
0.2345357,P574L
0.2347171,P574L
0.2291102,P574L
0.1801351,P574L
0.188161,P574L
0.1892683,P574L
0.1836711,P574L
0.1741333,P574L
0.2004895,P574L
0.187052,P574L
0.2034837,P574L
0.2086072,P574L
0.210059,P574L
0.2289146,P574L
0.2244592,P574L
0.217966,P574L
0.2247754,P574L
0.2283161,P574L
0.2485401,P574L
0.2254758,P574L
0.2380355,P574L
0.2137887,P574L
0.2485922,P574L
0.2610912,P574L
0.2603424,P574L
0.2264158,P574L
0.2234225,P574L
0.2231847,P574L
0.214152,P574L
0.2225416,P574L
0.2452797,P574L
0.2257247,P574L
0.2406778,P574L
0.2406554,P574L
0.2265903,P574L
0.2373254,P574L
0.2224029,P574L
0.2352949,P574L
0.2391947,P574L
0.2275263,P574L
0.2237911,P574L
0.234021,P574L
0.2427325,P574L
0.235681,P574L
0.272765,P574L
0.2798287,P574L
0.2927698,P574L
0.3019871,P574L
0.3193394,P574L
0.303523,P574L
0.2726305,P574L
0.3023457,P574L
0.2881603,P574L
0.267661,P574L
0.2672544,P574L
0.2510177,P574L
0.2384964,P574L
0.2147477,P574L
0.2325676,P574L
0.2606365,P574L
0.2363137,P574L
0.2376665,P574L
0.2589418,P574L
0.2598753,P574L
0.2636763,P574L
0.2849384,P574L
0.267459,P574L
0.2799841,P574L
0.2624327,P574L
0.2429123,P574L
0.2517481,P574L
0.2829212,P574L
0.274039,P574L
0.2597988,P574L
0.2464587,P574L
0.2533558,P574L
0.2847105,P574L
0.2772511,P574L
0.3023901,P574L
0.2569534,P574L
0.2297091,P574L
0.2350665,P574L
0.2413751,P574L
0.299217,P574L
0.3045518,P574L
0.2759285,P574L
0.2367085,P574L
0.2568932,P574L
0.2402697,P574L
0.2465099,P574L
0.2225664,P574L
0.2355712,P574L
0.264715,P574L
0.2794679,P574L
0.2763624,P574L
0.2839578,P574L
0.2892659,P574L
0.2568246,P574L
0.2343905,P574L
0.22196,P574L
0.2294486,P574L
0.2181152,P574L
0.2352733,P574L
0.2338442,P574L
0.229201,P574L
0.2171531,P574L
0.2074021,P574L
0.236441,P574L
0.2593584,P574L
0.268625,P574L
0.2654176,P574L
0.2336506,P574L
0.2416466,P574L
0.2202583,P574L
0.2381374,P574L
0.2052086,P574L
0.1973484,P574L
0.1990733,P574L
0.238326,P574L
0.2184231,P574L
0.2182219,P574L
0.2180387,P574L
0.218568,P574L
0.2374021,P574L
0.2180012,P574L
0.2015743,P574L
0.2279061,P574L
0.238142,P574L
0.2671876,P574L
0.3171109,P574L
0.2897647,P574L
0.2866503,P574L
0.3038707,P574L
0.2933043,P574L
0.3020096,P574L
0.2540599,P574L
0.2492743,P574L
0.2287105,P574L
0.2574256,P574L
0.259818,P574L
0.244647,P574L
0.2326082,P574L
0.2560953,P574L
0.2535015,P574L
0.2432907,P574L
0.2851184,P574L
0.2795528,P574L
0.2831631,P574L
0.2568953,P574L
0.2514761,P574L
0.2316816,P574L
0.2645085,P574L
0.2559498,P574L
0.2723588,P574L
0.2921728,P574L
0.2795379,P574L
0.2677171,P574L
0.2803572,P574L
0.2501537,P574L
0.2312327,P574L
0.2591732,P574L
0.2640087,P574L
0.2572573,P574L
0.2695429,P574L
0.2820022,P574L
0.2873337,P574L
0.3067509,P574L
0.3429179,P574L
0.3479388,P574L
0.3083036,P574L
0.2943481,P574L
0.2760681,P574L
0.276815,P574L
0.2672347,P574L
0.291865,P574L
0.237648,P574L
0.2227398,P574L
0.2139649,P574L
0.2404915,P574L
0.2554848,P574L
0.2407266,P574L
0.2534122,P574L
0.2749212,P574L
0.2613189,P574L
0.2718765,P574L
0.2886612,P574L
0.2616588,P574L
0.2580929,P574L
0.266481,P574L
0.2709271,P574L
0.2368483,P574L
0.2349664,P574L
0.2487382,P574L
0.2696671,P574L
0.2693735,P574L
0.2823497,P574L
0.2974907,P574L
0.2375918,P574L
0.2255899,P574L
0.2330484,P574L
0.2190257,P574L
0.220498,P574L
0.2455142,P574L
0.2411747,P574L
0.2348162,P574L
0.2188713,P574L
0.2118682,P574L
0.2171909,P574L
0.2163126,P574L
0.2173986,P574L
0.2361158,P574L
0.250553,P574L
0.260903,P574L
0.2441066,P574L
0.2499767,P574L
0.2344579,P574L
0.2366853,P574L
0.2340565,P574L
0.2528233,P574L
0.2435929,P574L
0.2536011,P574L
0.2655049,P574L
0.2557045,P574L
0.2770818,P574L
0.2706842,P574L
0.2518666,P574L
0.2671929,P574L
0.2764529,P574L
0.3029275,P574L
0.2902998,P574L
0.27607,P574L
0.2998583,P574L
0.2782543,P574L
0.2558119,P574L
0.2695278,P574L
0.245675,P574L
0.2586687,P574L
0.264096,P574L
0.2432382,P574L
0.2407355,P574L
0.2080661,P574L
0.2246405,P574L
0.2580419,P574L
0.2639248,P574L
0.2872477,P574L
0.2611322,P574L
0.262192,P574L
0.2495934,P574L
0.2354652,P574L
0.2518214,P574L
0.2731132,P574L
0.2704841,P574L
0.2842119,P574L
0.2607829,P574L
0.2675828,P574L
0.2791613,P574L
0.2759854,P574L
0.2681664,P574L
0.2657198,P574L
0.2776244,P574L
0.2607697,P574L
0.2789367,P574L
0.2503925,P574L
0.2561825,P574L
0.2571368,P574L
0.2487871,P574L
0.2479336,P574L
0.2324807,P574L
0.2150122,P574L
0.200507,P574L
0.2315062,P574L
0.2140874,P574L
0.2221517,P574L
0.2098992,P574L
0.2340869,P574L
0.2321445,P574L
0.2569337,P574L
0.2600561,P574L
0.2239127,P574L
0.238429,P574L
0.2425172,P574L
0.2576968,P574L
0.2523499,P574L
0.2332537,P574L
0.2129021,P574L
0.2379685,P574L
0.2472851,P574L
0.2320217,P574L
0.2480938,P574L
0.2448959,P574L
0.2478832,P574L
0.2330552,P574L
0.2148561,P574L
0.1907023,P574L
0.2091125,P574L
0.2184762,P574L
0.2171074,P574L
0.2281376,P574L
0.2372339,P574L
0.206515,P574L
0.2068898,P574L
0.2250412,P574L
0.225782,P574L
0.2071623,P574L
0.2124086,P574L
0.2186466,P574L
0.2212756,P574L
0.2242137,P574L
0.2431496,P574L
0.2308348,P574L
0.2242709,P574L
0.252255,P574L
0.2742424,P574L
0.2411833,P574L
0.2382134,P574L
0.2375201,P574L
0.2034291,P574L
0.2096147,P574L
0.2425994,P574L
0.2366552,P574L
0.2546486,P574L
0.2194872,P574L
0.2267499,P574L
0.2411207,P574L
0.2488511,P574L
0.2791022,P574L
0.27908,P574L
0.2475939,P574L
0.2273633,P574L
0.2182287,P574L
0.2486195,P574L
0.2462513,P574L
0.239959,P574L
0.2434993,P574L
0.2460755,P574L
0.2378445,P574L
0.2690067,P574L
0.22514,P574L
0.2248781,P574L
0.2435084,P574L
0.2719685,P574L
0.2865112,P574L
0.2535263,P574L
0.272377,P574L
0.2237944,P574L
0.2523851,P574L
0.2818047,P574L
0.2627497,P574L
0.2464772,P574L
0.2538595,P574L
0.2542592,P574L
0.2352475,P574L
0.2359359,P574L
0.2073055,P574L
0.2189115,P574L
0.2185852,P574L
0.2074404,P574L
0.2095382,P574L
0.2455588,P574L
0.2339474,P574L
0.2051726,P574L
0.2236372,P574L
0.2182758,P574L
0.2162727,P574L
0.2429952,P574L
0.2333267,P574L
0.2378425,P574L
0.2236104,P574L
0.2244204,P574L
0.2281083,P574L
0.2135337,P574L
0.2141986,P574L
0.2054251,P574L
0.2286086,P574L
0.2125782,P574L
0.2063265,P574L
0.2080969,P574L
0.2120039,P574L
0.2182027,P574L
0.228475,P574L
0.255818,P574L
0.2528421,P574L
0.2449328,P574L
0.2656586,P574L
0.2527925,P574L
0.2329585,P574L
0.2712648,P574L
0.2766055,P574L
0.2468934,P574L
0.262578,P574L
0.2360742,P574L
0.2476714,P574L
0.2482201,P574L
0.2596534,P574L
0.2568945,P574L
0.2811987,P574L
0.2747838,P574L
0.301262,P574L
0.2901066,P574L
0.2830836,P574L
0.3047969,P574L
0.325132,P574L
0.3105312,P574L
0.2685331,P574L
0.2714254,P574L
0.2673484,P574L
0.2826934,P574L
0.2612343,P574L
