rmsd (nm),Systems
0.1789294,C580Y
0.1654204,C580Y
0.2018562,C580Y
0.1973339,C580Y
0.1854607,C580Y
0.1839265,C580Y
0.178096,C580Y
0.1510036,C580Y
0.1713047,C580Y
0.1545389,C580Y
0.1762943,C580Y
0.1740956,C580Y
0.1541384,C580Y
0.1675286,C580Y
0.1905281,C580Y
0.1808275,C580Y
0.1614075,C580Y
0.179427,C580Y
0.1539311,C580Y
0.1464855,C580Y
0.1438708,C580Y
0.159398,C580Y
0.1698291,C580Y
0.1715631,C580Y
0.1674298,C580Y
0.1553689,C580Y
0.1699889,C580Y
0.1738988,C580Y
0.1740067,C580Y
0.178112,C580Y
0.1781365,C580Y
0.171748,C580Y
0.1700226,C580Y
0.173929,C580Y
0.1641193,C580Y
0.1519299,C580Y
0.1604009,C580Y
0.1611683,C580Y
0.1767205,C580Y
0.182013,C580Y
0.172851,C580Y
0.1861043,C580Y
0.1721009,C580Y
0.1546051,C580Y
0.1912292,C580Y
0.169165,C580Y
0.1767787,C580Y
0.1720037,C580Y
0.1844369,C580Y
0.1921211,C580Y
0.2072076,C580Y
0.2275323,C580Y
0.210412,C580Y
0.2259394,C580Y
0.2173227,C580Y
0.1890537,C580Y
0.1705095,C580Y
0.1654052,C580Y
0.1628425,C580Y
0.1561583,C580Y
0.1786184,C580Y
0.1855262,C580Y
0.1803658,C580Y
0.1850547,C580Y
0.215808,C580Y
0.1873584,C580Y
0.1809994,C580Y
0.175269,C580Y
0.1773828,C580Y
0.1676842,C580Y
0.1581336,C580Y
0.1515978,C580Y
0.1554516,C580Y
0.1523544,C580Y
0.1502589,C580Y
0.155244,C580Y
0.1441489,C580Y
0.1483419,C580Y
0.1533315,C580Y
0.1590835,C580Y
0.1652685,C580Y
0.1576616,C580Y
0.1778348,C580Y
0.1957108,C580Y
0.2118408,C580Y
0.1947385,C580Y
0.2133383,C580Y
0.2067285,C580Y
0.1972432,C580Y
0.1811129,C580Y
0.1624174,C580Y
0.1632291,C580Y
0.1767075,C580Y
0.1765454,C580Y
0.1911723,C580Y
0.2005738,C580Y
0.1832185,C580Y
0.1991813,C580Y
0.188904,C580Y
0.2207484,C580Y
0.2044581,C580Y
0.205247,C580Y
0.1925629,C580Y
0.2048728,C580Y
0.2309757,C580Y
0.2448724,C580Y
0.1875763,C580Y
0.1893588,C580Y
0.2025484,C580Y
0.2180664,C580Y
0.1920448,C580Y
0.1932942,C580Y
0.1912865,C580Y
0.190422,C580Y
0.1879485,C580Y
0.1720466,C580Y
0.1592808,C580Y
0.1739924,C580Y
0.1774875,C580Y
0.1805114,C580Y
0.2110762,C580Y
0.2013047,C580Y
0.1815774,C580Y
0.1815692,C580Y
0.1760269,C580Y
0.1738716,C580Y
0.1515545,C580Y
0.159656,C580Y
0.1596263,C580Y
0.1568613,C580Y
0.1461824,C580Y
0.1356133,C580Y
0.1471292,C580Y
0.1481911,C580Y
0.145535,C580Y
0.1521924,C580Y
0.1540049,C580Y
0.153377,C580Y
0.15989,C580Y
0.1520471,C580Y
0.1421687,C580Y
0.1448307,C580Y
0.1505055,C580Y
0.1417268,C580Y
0.1386806,C580Y
0.1428236,C580Y
0.1421564,C580Y
0.1505511,C580Y
0.1545599,C580Y
0.1516228,C580Y
0.158058,C580Y
0.1559527,C580Y
0.1501289,C580Y
0.1564562,C580Y
0.1559604,C580Y
0.1468584,C580Y
0.1561692,C580Y
0.1445213,C580Y
0.1378752,C580Y
0.1500477,C580Y
0.1473094,C580Y
0.1446873,C580Y
0.1398501,C580Y
0.1567156,C580Y
0.1682343,C580Y
0.1539837,C580Y
0.1459325,C580Y
0.1405878,C580Y
0.144887,C580Y
0.1395416,C580Y
0.1373573,C580Y
0.1380672,C580Y
0.1471244,C580Y
0.148463,C580Y
0.160673,C580Y
0.1616667,C580Y
0.1477885,C580Y
0.1650854,C580Y
0.1495345,C580Y
0.1452504,C580Y
0.1536997,C580Y
0.1500757,C580Y
0.1509291,C580Y
0.1469936,C580Y
0.1515095,C580Y
0.1534289,C580Y
0.1526494,C580Y
0.149568,C580Y
0.1601387,C580Y
0.1357891,C580Y
0.1377244,C580Y
0.1385773,C580Y
0.1437268,C580Y
0.1316146,C580Y
0.1461066,C580Y
0.1650369,C580Y
0.1833878,C580Y
0.1880143,C580Y
0.1740201,C580Y
0.1527972,C580Y
0.1758501,C580Y
0.1888818,C580Y
0.1703555,C580Y
0.1735404,C580Y
0.1424362,C580Y
0.1466609,C580Y
0.1382052,C580Y
0.1438639,C580Y
0.137931,C580Y
0.1454258,C580Y
0.1422541,C580Y
0.1420081,C580Y
0.1403816,C580Y
0.1476523,C580Y
0.1541645,C580Y
0.1386141,C580Y
0.1467643,C580Y
0.1418485,C580Y
0.1373821,C580Y
0.1452773,C580Y
0.1503857,C580Y
0.1533158,C580Y
0.1421665,C580Y
0.1546068,C580Y
0.1429938,C580Y
0.1478886,C580Y
0.1475629,C580Y
0.1411874,C580Y
0.1502412,C580Y
0.1526564,C580Y
0.1446113,C580Y
0.1449369,C580Y
0.1760044,C580Y
0.1712009,C580Y
0.1732418,C580Y
0.1964632,C580Y
0.1645784,C580Y
0.2003336,C580Y
0.189805,C580Y
0.172153,C580Y
0.175443,C580Y
0.1861776,C580Y
0.1871754,C580Y
0.1758096,C580Y
0.1679231,C580Y
0.1562641,C580Y
0.1855876,C580Y
0.1869392,C580Y
0.1719029,C580Y
0.1783164,C580Y
0.1747001,C580Y
0.1796995,C580Y
0.1607579,C580Y
0.1534193,C580Y
0.1638745,C580Y
0.1810314,C580Y
0.1868141,C580Y
0.1803999,C580Y
0.1706358,C580Y
0.1768364,C580Y
0.1766272,C580Y
0.2041302,C580Y
0.181812,C580Y
0.1772384,C580Y
0.1978022,C580Y
0.2077564,C580Y
0.2114751,C580Y
0.1925616,C580Y
0.1861878,C580Y
0.1742911,C580Y
0.1931961,C580Y
0.1715687,C580Y
0.1815122,C580Y
0.1973802,C580Y
0.2006959,C580Y
0.174164,C580Y
0.1588918,C580Y
0.1539271,C580Y
0.1674987,C580Y
0.1671998,C580Y
0.1805439,C580Y
0.1917241,C580Y
0.1788073,C580Y
0.1717535,C580Y
0.1803225,C580Y
0.1942257,C580Y
0.1993594,C580Y
0.1981188,C580Y
0.2163539,C580Y
0.2170468,C580Y
0.1816811,C580Y
0.184543,C580Y
0.1887047,C580Y
0.1912654,C580Y
0.1717049,C580Y
0.1604344,C580Y
0.1529481,C580Y
0.1621035,C580Y
0.1698354,C580Y
0.1660458,C580Y
0.1502663,C580Y
0.1502937,C580Y
0.1616864,C580Y
0.1566254,C580Y
0.1731771,C580Y
0.1758639,C580Y
0.16984,C580Y
0.164721,C580Y
0.1738539,C580Y
0.1779799,C580Y
0.1683827,C580Y
0.1623517,C580Y
0.169137,C580Y
0.1715883,C580Y
0.1687051,C580Y
0.1604483,C580Y
0.1790603,C580Y
0.1699252,C580Y
0.1610697,C580Y
0.1637894,C580Y
0.1592208,C580Y
0.1555959,C580Y
0.1616566,C580Y
0.1739155,C580Y
0.1653509,C580Y
0.1640734,C580Y
0.1647271,C580Y
0.162659,C580Y
0.1614021,C580Y
0.1564973,C580Y
0.1424124,C580Y
0.1475253,C580Y
0.1440224,C580Y
0.1374185,C580Y
0.1371533,C580Y
0.1596793,C580Y
0.1691426,C580Y
0.1519553,C580Y
0.147663,C580Y
0.1696711,C580Y
0.1696925,C580Y
0.1603328,C580Y
0.1661333,C580Y
0.162057,C580Y
0.1618895,C580Y
0.1457024,C580Y
0.1443987,C580Y
0.1526307,C580Y
0.1679327,C580Y
0.1615622,C580Y
0.1670559,C580Y
0.1689651,C580Y
0.1832726,C580Y
0.1786509,C580Y
0.1658442,C580Y
0.1551666,C580Y
0.170419,C580Y
0.1660535,C580Y
0.181529,C580Y
0.1908052,C580Y
0.1771154,C580Y
0.1599887,C580Y
0.1572809,C580Y
0.1439856,C580Y
0.1569701,C580Y
0.1405548,C580Y
0.1520466,C580Y
0.1581387,C580Y
0.1534501,C580Y
0.1583148,C580Y
0.1600531,C580Y
0.1505942,C580Y
0.1511332,C580Y
0.1550982,C580Y
0.1477048,C580Y
0.1401632,C580Y
0.1400375,C580Y
0.1433537,C580Y
0.1388363,C580Y
0.1403138,C580Y
0.140073,C580Y
0.1410048,C580Y
0.1504021,C580Y
0.1611139,C580Y
0.1587497,C580Y
0.178567,C580Y
0.1548844,C580Y
0.1524557,C580Y
0.1487814,C580Y
0.1498014,C580Y
0.1448625,C580Y
0.1522873,C580Y
0.1429306,C580Y
0.1636085,C580Y
0.1766689,C580Y
0.1836996,C580Y
0.1693805,C580Y
0.1860635,C580Y
0.1802251,C580Y
0.1630876,C580Y
0.1837886,C580Y
0.1737868,C580Y
0.1850445,C580Y
0.1428776,C580Y
0.1455591,C580Y
0.1517864,C580Y
0.1517921,C580Y
0.1650137,C580Y
0.1646571,C580Y
0.1573315,C580Y
0.140829,C580Y
0.1353979,C580Y
0.1375992,C580Y
0.1416097,C580Y
0.1409984,C580Y
0.143674,C580Y
0.1392941,C580Y
0.133752,C580Y
0.1421025,C580Y
0.1370708,C580Y
0.1364134,C580Y
0.147275,C580Y
0.1505071,C580Y
0.1542129,C580Y
0.1470283,C580Y
0.1538132,C580Y
0.1568924,C580Y
0.1731047,C580Y
0.1663908,C580Y
0.1737966,C580Y
0.1608357,C580Y
0.1628269,C580Y
0.1679892,C580Y
0.1583523,C580Y
0.1456443,C580Y
0.1575696,C580Y
0.1582617,C580Y
0.1696484,C580Y
0.1643288,C580Y
0.1678252,C580Y
0.159373,C580Y
0.1788309,C580Y
0.1623537,C580Y
0.1635826,C580Y
0.1639572,C580Y
0.1438129,C580Y
0.1453425,C580Y
0.1434276,C580Y
0.1396356,C580Y
0.1394828,C580Y
0.1413039,C580Y
0.153083,C580Y
0.1463456,C580Y
0.1496339,C580Y
0.147734,C580Y
0.1567051,C580Y
0.1397725,C580Y
0.1434817,C580Y
0.1485352,C580Y
0.1560474,C580Y
0.1457329,C580Y
0.1542097,C580Y
0.1530356,C580Y
0.155431,C580Y
0.145954,C580Y
0.148294,C580Y
0.1556109,C580Y
0.1495998,C580Y
0.1495211,C580Y
0.1497181,C580Y
0.1410854,C580Y
0.1429132,C580Y
0.1556887,C580Y
0.1448554,C580Y
0.1506812,C580Y
0.1468452,C580Y
0.1454591,C580Y
0.1537628,C580Y
0.1643459,C580Y
0.1864513,C580Y
0.1524537,C580Y
0.1541434,C580Y
0.162527,C580Y
0.1603727,C580Y
0.1664252,C580Y
0.1503724,C580Y
0.1670012,C580Y
0.1580684,C580Y
0.159185,C580Y
0.1435754,C580Y
0.1482281,C580Y
0.1450458,C580Y
0.1432454,C580Y
0.1411381,C580Y
0.1402958,C580Y
0.1498704,C580Y
0.148029,C580Y
0.1551103,C580Y
0.149541,C580Y
0.1469959,C580Y
0.1644703,C580Y
0.1668247,C580Y
0.1651092,C580Y
0.1592861,C580Y
0.1524891,C580Y
0.1577684,C580Y
0.153584,C580Y
0.1484688,C580Y
0.1519842,C580Y
0.1618834,C580Y
0.1794746,C580Y
0.1813693,C580Y
0.1913193,C580Y
0.1691609,C580Y
0.1749972,C580Y
0.1610518,C580Y
0.175095,C580Y
0.1620765,C580Y
0.161096,C580Y
0.1635096,C580Y
0.156427,C580Y
0.166075,C580Y
0.1584845,C580Y
0.1435353,C580Y
0.154088,C580Y
0.1930287,C580Y
0.1789023,C580Y
0.1905559,C580Y
0.1787409,C580Y
0.180259,C580Y
0.1812381,C580Y
0.2005353,C580Y
0.1948696,C580Y
0.1859184,C580Y
0.1775661,C580Y
0.1764944,C580Y
0.195604,C580Y
0.2077046,C580Y
0.2197691,C580Y
0.215685,C580Y
0.2371307,C580Y
0.2190563,C580Y
0.2456263,C580Y
0.213455,C580Y
0.1975498,C580Y
0.1688964,C580Y
0.1809458,C580Y
0.1768243,C580Y
0.1863884,C580Y
0.1839129,C580Y
0.1803926,C580Y
0.1834741,C580Y
0.1657553,C580Y
0.1881172,C580Y
0.1769859,C580Y
0.1745013,C580Y
0.1723554,C580Y
0.1636371,C580Y
0.1611816,C580Y
0.1759147,C580Y
0.2034673,C580Y
0.2050813,C580Y
0.191016,C580Y
0.2001784,C580Y
0.2160521,C580Y
0.2334885,C580Y
0.2349495,C580Y
0.2171574,C580Y
0.2134859,C580Y
0.2100246,C580Y
0.2097598,C580Y
0.188794,C580Y
0.1794254,C580Y
0.1819228,C580Y
0.2109812,C580Y
0.1731837,C580Y
0.1706914,C580Y
0.1812056,C580Y
0.2048792,C580Y
0.203618,C580Y
0.2065617,C580Y
0.2155701,C580Y
0.1893154,C580Y
0.2057505,C580Y
0.2072445,C580Y
0.1832949,C580Y
0.1866884,C580Y
0.182291,C580Y
0.1832299,C580Y
0.1950788,C580Y
0.2077928,C580Y
0.2104542,C580Y
0.1909028,C580Y
0.2146148,C580Y
0.191056,C580Y
0.1900079,C580Y
0.217837,C580Y
0.2158198,C580Y
0.1998013,C580Y
0.2031471,C580Y
0.2228982,C580Y
0.2547388,C580Y
0.232395,C580Y
0.1892903,C580Y
0.2039977,C580Y
0.1981857,C580Y
0.190747,C580Y
0.2133753,C580Y
0.2175902,C580Y
0.2158956,C580Y
0.2217991,C580Y
0.224891,C580Y
0.2540751,C580Y
0.2715602,C580Y
0.2295162,C580Y
0.2270299,C580Y
0.2059312,C580Y
0.1857663,C580Y
0.1749525,C580Y
0.1641477,C580Y
0.1920628,C580Y
0.1861662,C580Y
0.1871799,C580Y
0.2148678,C580Y
0.2100387,C580Y
0.2047717,C580Y
0.2036811,C580Y
0.2217034,C580Y
0.2420722,C580Y
0.2776333,C580Y
0.2337721,C580Y
0.2332396,C580Y
0.2177489,C580Y
0.2002213,C580Y
0.2028904,C580Y
0.2551393,C580Y
0.2305321,C580Y
0.2129732,C580Y
0.2047052,C580Y
0.1974289,C580Y
0.1943419,C580Y
0.190043,C580Y
0.1923297,C580Y
0.2007645,C580Y
0.195423,C580Y
0.1874852,C580Y
0.1648148,C580Y
0.1615484,C580Y
0.1586112,C580Y
0.1579378,C580Y
0.1710914,C580Y
0.1783601,C580Y
0.1890872,C580Y
0.237812,C580Y
0.2361852,C580Y
0.1886256,C580Y
0.1764471,C580Y
0.1607034,C580Y
0.1832242,C580Y
0.1873015,C580Y
0.1774429,C580Y
0.190035,C580Y
0.1853016,C580Y
0.2021566,C580Y
0.1938496,C580Y
0.1886648,C580Y
0.1786668,C580Y
0.1892196,C580Y
0.1895301,C580Y
0.1950069,C580Y
0.2018885,C580Y
0.1899814,C580Y
0.1857448,C580Y
0.1965739,C580Y
0.2002888,C580Y
0.200653,C580Y
0.2059955,C580Y
0.2217189,C580Y
0.228161,C580Y
0.1917488,C580Y
0.2165685,C580Y
0.1920854,C580Y
0.1835088,C580Y
0.1673087,C580Y
0.1676502,C580Y
0.1744985,C580Y
0.192652,C580Y
0.1872015,C580Y
0.1841934,C580Y
0.1884685,C580Y
0.1908049,C580Y
0.1694595,C580Y
0.172774,C580Y
0.2057685,C580Y
0.2283632,C580Y
0.2313887,C580Y
0.2224574,C580Y
0.204531,C580Y
0.1816886,C580Y
0.1535205,C580Y
0.1489037,C580Y
0.1366412,C580Y
0.1450531,C580Y
0.1628497,C580Y
0.1532855,C580Y
0.1559141,C580Y
0.1652794,C580Y
0.158454,C580Y
0.1627987,C580Y
0.1905327,C580Y
0.2010019,C580Y
0.1912125,C580Y
0.1681993,C580Y
0.1811377,C580Y
0.18578,C580Y
0.1677795,C580Y
0.1620402,C580Y
0.1604012,C580Y
0.1681581,C580Y
0.1992537,C580Y
0.1908022,C580Y
0.1671693,C580Y
0.1810405,C580Y
0.1861876,C580Y
0.1860749,C580Y
0.2120696,C580Y
0.1968261,C580Y
0.1674743,C580Y
0.1632908,C580Y
0.1839285,C580Y
0.1644612,C580Y
0.1813004,C580Y
0.189396,C580Y
0.1738209,C580Y
0.1882901,C580Y
0.1707428,C580Y
0.1916858,C580Y
0.1827845,C580Y
0.1553317,C580Y
0.1585761,C580Y
0.163848,C580Y
0.1467087,C580Y
0.160606,C580Y
0.1553658,C580Y
0.1536698,C580Y
0.1419287,C580Y
0.1578581,C580Y
0.146014,C580Y
0.144041,C580Y
0.1401841,C580Y
0.1443889,C580Y
0.1603548,C580Y
0.1763271,C580Y
0.16218,C580Y
0.1480772,C580Y
0.1635344,C580Y
0.1619177,C580Y
0.1412631,C580Y
0.151536,C580Y
0.1387744,C580Y
0.1581955,C580Y
0.1551097,C580Y
0.1516215,C580Y
0.14989,C580Y
0.1379924,C580Y
0.1390955,C580Y
0.1449281,C580Y
0.1331406,C580Y
0.143041,C580Y
0.140155,C580Y
0.1588214,C580Y
0.1624828,C580Y
0.150271,C580Y
0.1453516,C580Y
0.1481954,C580Y
0.1547503,C580Y
0.1494511,C580Y
0.1454282,C580Y
0.1320947,C580Y
0.1480884,C580Y
0.1399046,C580Y
0.1423592,C580Y
0.1483962,C580Y
0.1523564,C580Y
0.1437226,C580Y
0.1481871,C580Y
0.1458711,C580Y
0.1478004,C580Y
0.1452338,C580Y
0.1436337,C580Y
0.1414599,C580Y
0.1528475,C580Y
0.1609808,C580Y
0.1477228,C580Y
0.1521322,C580Y
0.1486535,C580Y
0.1590682,C580Y
0.151602,C580Y
0.1641365,C580Y
0.161104,C580Y
0.1558857,C580Y
0.1840598,C580Y
0.1800536,C580Y
0.1628761,C580Y
0.1643503,C580Y
0.1707096,C580Y
0.1606688,C580Y
0.1585389,C580Y
0.1669997,C580Y
0.1667426,C580Y
0.1647733,C580Y
0.1676196,C580Y
0.1570253,C580Y
0.1382072,C580Y
0.1491187,C580Y
0.1487855,C580Y
0.1647146,C580Y
0.146,C580Y
0.1424441,C580Y
0.1858637,C580Y
0.1932792,C580Y
0.2171016,C580Y
0.1939981,C580Y
0.1801787,C580Y
0.1836267,C580Y
0.1837891,C580Y
0.1725314,C580Y
0.1601055,C580Y
0.1696889,C580Y
0.1853842,C580Y
0.2046175,C580Y
0.1939853,C580Y
0.1762778,C580Y
0.185331,C580Y
0.1550024,C580Y
0.1656957,C580Y
0.1797375,C580Y
0.1904099,C580Y
0.1789473,C580Y
0.1781641,C580Y
0.1708093,C580Y
0.1593847,C580Y
0.1463784,C580Y
0.1444787,C580Y
0.137838,C580Y
0.1403282,C580Y
0.1329343,C580Y
0.1377231,C580Y
0.1468269,C580Y
0.1503812,C580Y
0.1509355,C580Y
0.1724352,C580Y
0.1715153,C580Y
0.1685535,C580Y
0.1821362,C580Y
0.1739701,C580Y
0.1595775,C580Y
0.1582622,C580Y
0.1451145,C580Y
0.1439869,C580Y
0.1420748,C580Y
0.1509598,C580Y
0.1485964,C580Y
0.1561977,C580Y
0.1501816,C580Y
0.1688955,C580Y
0.1805236,C580Y
0.1988146,C580Y
0.1959547,C580Y
0.1670338,C580Y
0.1557692,C580Y
0.1675377,C580Y
0.1840054,C580Y
0.1778033,C580Y
0.1746096,C580Y
0.1807156,C580Y
0.1766141,C580Y
0.1859515,C580Y
0.1789503,C580Y
0.1798434,C580Y
0.1759692,C580Y
0.1785024,C580Y
0.1556756,C580Y
0.1609082,C580Y
0.1516893,C580Y
0.1476576,C580Y
0.1504341,C580Y
0.1523257,C580Y
0.1494856,C580Y
0.142756,C580Y
0.1409238,C580Y
0.1408952,C580Y
0.1471646,C580Y
0.1467892,C580Y
0.1440478,C580Y
0.1481743,C580Y
0.1458572,C580Y
0.1564512,C580Y
0.1413331,C580Y
0.148669,C580Y
0.154806,C580Y
0.1585744,C580Y
0.1801682,C580Y
0.1796744,C580Y
0.1687674,C580Y
0.1649196,C580Y
0.1877661,C580Y
0.2107172,C580Y
0.2183439,C580Y
0.2026776,C580Y
0.2300226,C580Y
0.2174386,C580Y
0.1814405,C580Y
0.1776227,C580Y
0.1826755,C580Y
0.1775931,C580Y
0.1807818,C580Y
0.1584408,C580Y
0.1734915,C580Y
0.1499036,C580Y
0.1750908,C580Y
0.1743129,C580Y
0.1887995,C580Y
0.1764038,C580Y
0.1789481,C580Y
0.1919604,C580Y
0.1996592,C580Y
0.1607369,C580Y
0.156102,C580Y
0.1515561,C580Y
0.1559754,C580Y
0.1451424,C580Y
0.148034,C580Y
0.1523103,C580Y
0.1637443,C580Y
0.1679492,C580Y
0.1712602,C580Y
0.1785832,C580Y
0.1766239,C580Y
0.1615237,C580Y
0.1723527,C580Y
0.1725793,C580Y
0.1925052,C580Y
0.1727787,C580Y
0.1665372,C580Y
0.1742862,C580Y
0.1662054,C580Y
0.1490508,C580Y
0.1507577,C580Y
0.1423514,C580Y
0.1615036,C580Y
0.155477,C580Y
0.1402503,C580Y
0.1661627,C580Y
0.1602277,C580Y
0.1488157,C580Y
0.1570469,C580Y
0.1542938,C580Y
0.1640493,C580Y
0.1798526,C580Y
0.1791716,C580Y
0.1918173,C580Y
0.1648874,C580Y
0.1654972,C580Y
0.1665359,C580Y
0.1744196,C580Y
0.2065136,C580Y
0.1968465,C580Y
0.2162953,C580Y
0.199494,C580Y
0.1776994,C580Y
0.1591235,C580Y
0.1595259,C580Y
0.1595864,C580Y
0.1574038,C580Y
0.1621466,C580Y
0.1590388,C580Y
0.1813133,C580Y
0.176902,C580Y
0.1819425,C580Y
0.172408,C580Y
0.1758089,C580Y
0.1815724,C580Y
0.190609,C580Y
0.1676355,C580Y
0.1752312,C580Y
0.1682245,C580Y
0.1745735,C580Y
0.1805098,C580Y
0.1792382,C580Y
0.1634769,C580Y
0.156221,C580Y
0.1554637,C580Y
0.1662106,C580Y
0.1661966,C580Y
0.1689191,C580Y
0.1603518,C580Y
0.1668205,C580Y
0.1703973,C580Y
0.1673459,C580Y
0.1783268,C580Y
0.158958,C580Y
0.1783382,C580Y
0.1972072,C580Y
0.169323,C580Y
0.1790595,C580Y
0.1517107,C580Y
0.1615103,C580Y
0.1470954,C580Y
0.1654337,C580Y
0.1481112,C580Y
0.1514384,C580Y
0.1592143,C580Y
0.1735151,C580Y
0.2013531,C580Y
0.2108585,C580Y
0.2039856,C580Y
0.2149899,C580Y
0.1930414,C580Y
0.1967952,C580Y
0.2177796,C580Y
0.2254863,C580Y
0.1918234,C580Y
0.1923814,C580Y
0.2006165,C580Y
0.1835014,C580Y
0.16667,C580Y
0.1668101,C580Y
0.1820033,C580Y
0.1818161,C580Y
0.1884645,C580Y
0.1894725,C580Y
0.1780901,C580Y
0.1705627,C580Y
0.197046,C580Y
0.2240185,C580Y
0.1801021,C580Y
0.1845162,C580Y
0.1985248,C580Y
0.1941101,C580Y
0.1908564,C580Y
0.2004886,C580Y
0.2150878,C580Y
0.2232149,C580Y
0.1967238,C580Y
0.1856443,C580Y
0.1639195,C580Y
0.14821,C580Y
0.1465855,C580Y
0.1423134,C580Y
0.1428394,C580Y
0.1469908,C580Y
0.1482251,C580Y
0.1566511,C580Y
0.1558042,C580Y
0.1678379,C580Y
0.1530016,C580Y
0.1594756,C580Y
0.152807,C580Y
0.1571534,C580Y
0.1510111,C580Y
0.1498622,C580Y
0.1487183,C580Y
0.1495012,C580Y
0.1464758,C580Y
0.1465245,C580Y
0.158479,C580Y
0.155195,C580Y
0.1481779,C580Y
0.1465688,C580Y
0.1532047,C580Y
0.1530888,C580Y
0.1606745,C580Y
0.1639834,C580Y
0.1698572,C580Y
0.1577864,C580Y
0.1604957,C580Y
0.1541511,C580Y
0.1642378,C580Y
0.1711127,C580Y
0.1789238,C580Y
0.186616,C580Y
0.1684423,C580Y
0.1673814,C580Y
0.1823782,C580Y
0.1826162,C580Y
0.1669876,C580Y
0.1645098,C580Y
0.1601935,C580Y
0.1590878,C580Y
0.1687912,C580Y
0.168121,C580Y
0.1664015,C580Y
0.1684222,C580Y
0.1703372,C580Y
0.1600158,C580Y
0.1499238,C580Y
0.1554324,C580Y
0.1675843,C580Y
0.1442745,C580Y
0.1556704,C580Y
0.1641764,C580Y
0.1550044,C580Y
0.1603643,C580Y
0.155492,C580Y
0.172883,C580Y
0.1702842,C580Y
0.1795352,C580Y
0.1719658,C580Y
0.1890735,C580Y
0.1860972,C580Y
0.1697877,C580Y
0.1693877,C580Y
0.1525164,C580Y
0.1547623,C580Y
0.1503005,C580Y
0.1551984,C580Y
0.1483434,C580Y
0.1491358,C580Y
0.1663939,C580Y
0.1585829,C580Y
0.1613171,C580Y
0.159766,C580Y
0.1683948,C580Y
0.1711009,C580Y
0.1498353,C580Y
0.1535595,C580Y
0.1501334,C580Y
0.1486915,C580Y
0.1682684,C580Y
0.1470783,C580Y
0.1577363,C580Y
0.1454972,C580Y
0.1418042,C580Y
0.1486842,C580Y
0.1390046,C580Y
0.1661094,C580Y
0.1559514,C580Y
0.1603365,C580Y
0.1509511,C580Y
0.1673179,C580Y
0.1676885,C580Y
0.1643694,C580Y
0.1575851,C580Y
0.170275,C580Y
0.1742379,C580Y
0.1677575,C580Y
0.1945515,C580Y
0.204891,C580Y
0.1937302,C580Y
0.1824948,C580Y
0.1743479,C580Y
0.1692999,C580Y
0.1634808,C580Y
0.1654647,C580Y
0.1783098,C580Y
0.1673179,C580Y
0.1583282,C580Y
0.1540883,C580Y
0.1574009,C580Y
0.1561006,C580Y
0.1671105,C580Y
0.1850064,C580Y
0.1735253,C580Y
0.1763719,C580Y
0.1775338,C580Y
0.1721402,C580Y
0.1742365,C580Y
0.2044146,C580Y
0.1919422,C580Y
0.1798757,C580Y
0.1718677,C580Y
0.1740576,C580Y
0.1919877,C580Y
0.1766294,C580Y
0.1797558,C580Y
0.2068722,C580Y
0.1904553,C580Y
0.2148507,C580Y
0.1967918,C580Y
0.2025226,C580Y
0.2021905,C580Y
0.1841917,C580Y
0.1753131,C580Y
0.1697084,C580Y
0.1687539,C580Y
0.1692927,C580Y
0.1599222,C580Y
0.1514051,C580Y
0.1467669,C580Y
0.1571324,C580Y
0.1521452,C580Y
0.1519596,C580Y
0.1471093,C580Y
0.1712677,C580Y
0.1682749,C580Y
0.1783542,C580Y
0.1675682,C580Y
0.1875774,C580Y
0.1964442,C580Y
0.1832793,C580Y
0.2104653,C580Y
0.2285045,C580Y
0.2349751,C580Y
0.2358359,C580Y
0.2166086,C580Y
0.1886257,C580Y
0.1793523,C580Y
0.1767857,C580Y
0.1797361,C580Y
0.1685226,C580Y
0.1688363,C580Y
0.1902384,C580Y
0.1896324,C580Y
0.1794424,C580Y
0.1721516,C580Y
0.1901268,C580Y
0.1819442,C580Y
0.1793403,C580Y
0.1941222,C580Y
0.1902295,C580Y
0.2125252,C580Y
0.2030227,C580Y
0.1930763,C580Y
0.2031692,C580Y
0.2238272,C580Y
0.2113998,C580Y
0.2095003,C580Y
0.1990609,C580Y
0.1825276,C580Y
0.1727007,C580Y
0.1696981,C580Y
0.1762539,C580Y
0.1462637,C580Y
0.167863,C580Y
0.1647317,C580Y
0.1674969,C580Y
0.1688366,C580Y
0.1844717,C580Y
0.1757332,C580Y
0.1990446,C580Y
0.1748402,C580Y
0.1637787,C580Y
0.1668987,C580Y
0.1827885,C580Y
0.1952147,C580Y
0.1772221,C580Y
0.1652515,C580Y
0.1648745,C580Y
0.1675549,C580Y
0.1783907,C580Y
0.1811512,C580Y
0.1772015,C580Y
0.1616413,C580Y
0.1956861,C580Y
0.2022507,C580Y
0.1885706,C580Y
0.1866074,C580Y
0.2267328,C580Y
0.2095598,C580Y
0.1929862,C580Y
0.2174818,C580Y
0.2164151,C580Y
0.1932028,C580Y
0.1848209,C580Y
0.1771776,C580Y
0.1725708,C580Y
0.1674708,C580Y
0.1841059,C580Y
0.1890769,C580Y
0.170618,C580Y
0.1957353,C580Y
0.1874137,C580Y
0.1659756,C580Y
0.1648875,C580Y
0.1563262,C580Y
0.1485085,C580Y
0.1549686,C580Y
0.1585646,C580Y
0.1775708,C580Y
0.1755916,C580Y
0.1945172,C580Y
0.1956607,C580Y
